#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Description
36959,TYPO3.Media,Bug,"",Resolved,Must have,Image title should be settable via form field,Nikolas Hagelstein,Adrian Föder,2012-10-19 02:28,"","",2012-05-08,"","",0,2012-05-08 12:04,"","",611100,"","At them moment it is not possible to set the image title via form field,
since the typeConverter handles nothing but the ressource property (not sure if that's the reason, just guessing)

"
36960,TYPO3.Media,Bug,"",Closed,Must have,Updating Record consisting of image property results in exception,Nikolas Hagelstein,"",2012-11-02 10:35,"","",2012-05-08,"","",0,2012-05-08 12:09,"","",611150,"","Trying to updae an existing record consisting of an image property without changing anything throws an exception.

Demo package attached.

Steps to reproduce:
Create a new post record, with an image.
Edit this post and hit save without changing the image.

"
37063,TYPO3.Media,Task,"",Resolved,Should have,"Re-Evaluate the best practice usage of the Image Validator ""network""",Adrian Föder,"",2012-09-14 04:29,"","",2012-05-10,"","",0,2012-05-10 08:33,"","",616250,"","consider the following use case
<pre><code class=""php"">
	/**
	 * @param \TYPO3\Media\Domain\Model\Image $newImage
	 * @FLOW3\Validate(""$newImage"", type=""\TYPO3\Media\Validator\ImageSizeValidator"", options={ ""minimumWidth""=150, ""minimumHeight""=150 })
	 * @FLOW3\Validate(""$newImage"", type=""\TYPO3\Media\Validator\ImageTypeValidator"", options={ ""allowedTypes""={""jpeg"",""png"",""gif""} })
	 * @return void
	 */
	public function createAction(\TYPO3\Media\Domain\Model\Image $newImage) {
	}
</code>
---
<code class=""html"">
	<f:form action=""create"" name=""newImage"" enctype=""multipart/form-data"">
		<f:form.upload property=""resource"" class=""upload"" />
	</f:form>
</code>
</pre>

Currently, providing a non-image file like a .txt file, results in three validation errors:

* 1319801362: The actual image width of 0 is lower than the allowed minimum width of 150.
* 1319801925: The actual image height of 0 is lower than the allowed minimum height of 150.
* 1328030664: The uploaded file is no valid image.

The first two messages are of course thrown in the SizeValidator, the last message is from the ImageTypeValidator.
Interestingly, the getimagesize() method from the Image constructor does not result in a warning or similar when providing a text file.

If providing no image at all (i.e. submitting an empty form), the following exception occurs:

<pre>
#1: Catchable Fatal Error: Argument 1 passed to Acme\Foo\Controller\ImageController_Original::createAction() must be an instance of TYPO3\Media\Domain\Model\Image, null given
</pre>


The latter occurence could be fetched with adding the NotEmptyValidator; but what to do in case of an invalid image? Generally the TypeValidator should be responsible for that; but due to the fact that an Image instance is generated however, the SizeValidator also comes to place.

Having talked to Christian about that, we came to the idea that the Image (constructor) should throw an exception if it's not actually an image (per PHP doc it should however throw a Warning, but I'll check that).
That exception could be caught by the ImageTypeConverter, returning NULL if that Exception occurs.
So at the end, again the NotEmptyValidator would catch that case.

I'll provide a patch for that; feel free to add comments here meanwhile."
37230,TYPO3.Media,Bug,"",Resolved,Should have,Image TypeConverter does not allow to map Image by Identity,Carsten Bleicker,Adrian Föder,2012-11-07 05:10,"","",2012-05-16,"","",0,2012-05-16 10:55,"","",624300,"","I want to remove an Image Entity from another Entity by its Identity.
So i used <f:link.action action=""remove"" arguments={section:section,image:image}> ...
The resulting URI looks like this: &section[__identity]=29870197-33ca-43c7-9649-70c3c0f28004&image[__identity]=51e35272-e273-4aa3-8f3f-bdd0932edb23

controller action just has these mapping infos:
**
* Remove Image from a given Section
* @param \My\Name\Domain\Model\Section $section
* @param \TYPO3\Media\Domain\Model\Image $image
* @return void
*/
public function removeImageAction(\My\Name\Domain\Model\Section $section, \TYPO3\Media\Domain\Model\Image $image){
	$section->removeImage($image);
	$this->persistenceManager->update($section);
	$this->redirect('show',NULL,NULL,array('section'=>$section));
}


But the mapping throws the following exception for this removeImageAction:
#1297759968: Exception while property mapping for target type ""TYPO3\Media\Domain\Model\Image"", at property path """": It is not allowed to map property ""__identity"". You need to use $propertyMappingConfiguration->allowProperties('__identity') to enable mapping of this property. (More information)



Just for testing i disabled the mathing of the ImageConverter from $targetType = 'TYPO3\Media\Domain\Model\Image';
to $targetType = 'TYPO3\Media\Domain\Model\ImageFoo';

And the mapping works again.
Can somebody explain me the need of this ImageConverter?

Kind regards
Carsten

"
37677,TYPO3.Media,Bug,"",Closed,Must have,Bug on TYPO3\Media\TypeConverter\ImageConverter,Nicolas C,"",2012-11-02 10:50,"","",2012-06-01,"","",0,2012-06-01 06:46,"","",646600,"","Bug on TYPO3\Media\TypeConverter\ImageConverter from TYPO3.Form:ImageUpload.

I have an exception when i use ""TYPO3.Form:ImageUpload"" in my form factory.
Exception said :

#1297759968: Exception while property mapping for target type ""TYPO3\Media\Domain\Model\Image"", at property path """": It is not allowed to map property ""resource"". You need to use $propertyMappingConfiguration->allowProperties('resource') to enable mapping of this property.


I have modify ""TYPO3\Media\TypeConverter\ImageConverter"" :

On line 46 :
    return $source;
Replaced by :
    return array();

"
38782,TYPO3.Media,Feature,"",Resolved,Could have,Alias-support for image variants,Adrian Föder,Adrian Föder,2012-12-05 06:07,"","",2012-07-09,"","",0,2012-07-09 09:34,"","",701300,"","currently, the so-called ""image variants"" are not really meant to be reused because they are based on the hash of their ""processing instructions"".
This means, if an image variant should be used, the processing instruction has to be provided anyways, which make the presence of a variant be useful for the framework, but not useful for the developer.

Having talked with Bastian, we suggest introducing ""image aliases"" which can be introduced by the developer. Such an alias could be @small@, @micro@, @default@, @micro_watermarked@ or so.

The method @createImageVariant@ would be extended to accept an alias, i.e.
<pre><code class=""php"">
	public function createImageVariant(array $processingInstructions) {
		$uniqueHash = sha1($this->resource->getResourcePointer()->getHash() . '|' . serialize($processingInstructions));
</code>
will become
<code class=""php"">
	public function createImageVariant(array $processingInstructions, $alias = NULL) {
		$uniqueHash = sha1($this->resource->getResourcePointer()->getHash() . '|' . $alias ?: serialize($processingInstructions));
</code></pre>

additionally, there will be methods
<pre><code class=""php"">
public function removeImageVariantByAlias($alias);

public function getImageVariantByAlias($alias);

</code></pre>


As an optional enhancement, I could imagine an extension of the getImageVariantByAlias that, if that alias does not exist, attempts to create an ImageVariant with the _processingInstructions taken from the Settings.yaml_. So this settings.yaml could look like
<pre><code class=""yaml"">
TYPO3:
  Media:
    ImageVariants:
      AliasPresetProcessingInstructions:
        'micro':
          command: thumbnail
          options:
            size:
              width: 16
              height: 16
            mode: %TYPO3\Media\Domain\Model\ImageInterface::RATIOMODE_INSET% //if that const accessing works
        

</code></pre>"
39857,TYPO3.Media,Task,"",On Hold,Should have,Implement _toString functions,Soren Malling,Robert Lemke,2012-09-14 03:11,"","",2012-08-16,"","",0,2012-08-16 07:49,"","",754350,"","To use TYPO3.Media element in ex. Workspace module, listing etc. a _toString function is to be implemented
"
41891,TYPO3.Media,Bug,Bug #41843: Composer and rename issues (umbrella issue),Resolved,Must have,"Image's serialized ImageVariants array still carries ""FLOW3_Persistence_Identifier""",Adrian Föder,Adrian Föder,2013-01-15 11:19,"","",2012-10-11,"","",0,2012-10-11 10:06,"","",849750,"",""
42167,TYPO3.Media,Task,"Story #41101: As user, I want a well-working content editing (Bugfix Story)",Under Review,Must have,Image processing instructions cannot be stored on PostgreSQL,Karsten Dambekalns,Karsten Dambekalns,2013-08-06 10:22,"","",2012-10-19,"","",0,2012-10-19 04:16,"","",863100,"","With PostgreSQL the storing of processing instructions fails. The serialized data contains NUL bytes and so data is truncated in the PDO layer when using PostgreSQL.

Two possible ways:

# escape the NUL byte
# use a BLOB field"
42650,TYPO3.Media,Bug,"",Resolved,Should have,Repository on forge.typo3.org is outdated svn repository,Benno Weinzierl,Karsten Dambekalns,2012-11-06 04:30,"","",2012-11-02,"","",100,2012-11-02 14:25,"","",886850,"","The linked repository on this project-page is outdated:
http://forge.typo3.org/projects/package-typo3-media/repository

Should be this:
http://git.typo3.org/FLOW3/Packages/TYPO3.Media.git
"
42749,TYPO3.Media,Bug,"",Resolved,Should have,Broken ImageConverter for PHP 5.3,Karsten Dambekalns,Karsten Dambekalns,2012-11-07 05:35,"",Sprint February 2013,2012-11-07,"","",100,2012-11-07 05:10,"","",891700,"","The use of isset() on a string leads to wrong results:

<pre>$source = 'someString';
$set = isset($source['__identity'])
// set is TRUE now, because of type juggling, in PHP 5.3</pre>

See http://ci.typo3.robertlemke.net/job/TYPO3-Neos-Commit/6670/console for an example :)"
44821,TYPO3.Media,Bug,"",Closed,Must have,Migration file is not able to apply with current Doctrine,Adrian Föder,"",2013-01-26 07:07,"","",2013-01-26,"","",0,2013-01-26 06:55,"","",994600,"","When attempting to execute the MySQL migration file ...40946, introduced in I782ae08c80ebd65214baac2e163729ef442023c6 (https://review.typo3.org/#/c/15515/), the following occurs:

<pre>
$ ./flow doctrine:migrationexecute 20121011140946
Uncaught Exception
  Unknown database type bit requested,
  Doctrine\DBAL\Platforms\MySqlPlatform may not support it.

More Information
  Exception code      #0
  File                ...\Packages\Libraries\doctrine\dbal\lib\Doctrine\DBAL\Platforms\AbstractPlatform.php line 321
</pre>

Probably that's of a new Doctrine ""feature""?

---

Addition: ok, obviously the error message should be rather >>Unkown database type ""bit"" requested<<; this is the exception trail:

<pre>
Uncaught exception in line 112 of ...\Packages\Libraries\doctrine\dbal\lib\Doctrine\DBAL\Schema\MySqlSchemaManager.php: Unknown database type bit requested, Doctrine\DBAL\Platforms\MySqlPlatform may not support it.

25 Doctrine\DBAL\Platforms\AbstractPlatform::getDoctrineTypeMapping(""bit"")
24 Doctrine\DBAL\Schema\MySqlSchemaManager::_getPortableTableColumnDefinition(array|9|)
23 Doctrine\DBAL\Schema\AbstractSchemaManager::_getPortableTableColumnList(""bittest"", ""phx-edsh"", array|1|)
22 Doctrine\DBAL\Schema\AbstractSchemaManager::listTableColumns(""bittest"")
21 Doctrine\DBAL\Schema\AbstractSchemaManager::listTableDetails(""bittest"")
20 Doctrine\DBAL\Schema\AbstractSchemaManager::listTables()
19 Doctrine\DBAL\Schema\AbstractSchemaManager::createSchema()
18 Doctrine\DBAL\Migrations\Version::execute(""up"", FALSE)
17 TYPO3\Flow\Persistence\Doctrine\Service_Original::executeMigration(""20121011140946"", ""up"", NULL, FALSE)
16 TYPO3\Flow\Command\DoctrineCommandController_Original::migrationExecuteCommand(""20121011140946"", ""up"", NULL, FALSE)
15 call_user_func_array(array|2|, array|4|)
14 TYPO3\Flow\Cli\CommandController_Original::callCommandMethod()
13 TYPO3\Flow\Cli\CommandController_Original::processRequest(TYPO3\Flow\Cli\Request, TYPO3\Flow\Cli\Response)
12 TYPO3\Flow\Mvc\Dispatcher_Original::dispatch(TYPO3\Flow\Cli\Request, TYPO3\Flow\Cli\Response)
11 TYPO3\Flow\Mvc\Dispatcher::dispatch(TYPO3\Flow\Cli\Request, TYPO3\Flow\Cli\Response)
10 call_user_func_array(array|2|, array|2|)
9 TYPO3\Flow\Mvc\Dispatcher::Flow_Aop_Proxy_invokeJoinPoint(TYPO3\Flow\Aop\JoinPoint)
8 TYPO3\Flow\Aop\Advice\AdviceChain::proceed(TYPO3\Flow\Aop\JoinPoint)
7 TYPO3\Flow\Security\Aspect\RequestDispatchingAspect_Original::blockIllegalRequestsAndForwardToAuthenticationEntryPoints(TYPO3\Flow\Aop\JoinPoint)
6 TYPO3\Flow\Aop\Advice\AroundAdvice::invoke(TYPO3\Flow\Aop\JoinPoint)
5 TYPO3\Flow\Aop\Advice\AdviceChain::proceed(TYPO3\Flow\Aop\JoinPoint)
4 TYPO3\Flow\Mvc\Dispatcher::dispatch(TYPO3\Flow\Cli\Request, TYPO3\Flow\Cli\Response)
3 TYPO3\Flow\Cli\CommandRequestHandler::handleRequest()
2 TYPO3\Flow\Core\Bootstrap::run()
1 require(""...\Packages\Framework\TYPO3.Flow\Scripts\flow.php"")
/pre>"
46659,TYPO3.Media,Feature,"",Resolved,Should have,ImageVariant should use original filename as filename instead of hash,Benno Weinzierl,Benno Weinzierl,2013-03-26 10:38,"","",2013-03-25,"","",100,2013-03-25 12:50,"","",1083950,"","For SEO purposes the imageVariant should not use a cryptic hash as filename but instead use the filename of the original resource.

<pre>
_Resources/Persistent/bf4ae4ef715ee8db89e721aca905e2109b3223b0/bf4ae4ef715ee8db89e721aca905e2109b3223b0.jpg
should be:
_Resources/Persistent/bf4ae4ef715ee8db89e721aca905e2109b3223b0/MyImageName.jpg
</pre>

This is essential for example for google image search."
47262,TYPO3.Media,Feature,"",Resolved,Should have,Easily extending the Image Model,Christoph Lehmann,Karsten Dambekalns,2013-06-17 07:36,"","",2013-04-15,"","",100,2013-04-15 14:43,"","",1113750,"","Please make it possible to let this work:

class Picture extends \TYPO3\Media\Domain\Model\Image {

...

}

I was told there is something missing like

@ORM\InheritanceType(""JOINED"")


in \TYPO3\Media\Domain\Model\Image.php

Thank you!"
47394,TYPO3.Media,Bug,"",Resolved,Should have,Unnecessary requirement for \Image implementation in ImageService and ImageVariant,Thomas Hempel,Adrian Föder,2013-09-03 06:35,"","",2013-04-20,"","",100,2013-04-20 05:25,"","",1120150,"","Hi,

when implementing the ImageInterface, you probably do that to use the viewhelpers from Media package. Due to a little oddity, this doesn't work right now. The constructor of the  ImageVariant requires a concrete implementation of 
\TYPO3\Media\Domain\Model\Image and so does the transformImage method in the ImageService.

This makes it pretty much impossible to have your own image model without duplicating almost the entire media package.

As far as I can oversee it, this can be fixed pretty easily by setting the required type to the interface instead of the implementation. I've attached a patch that does that."
47428,TYPO3.Media,Feature,"",Resolved,Should have,Provide Asset base class,Karsten Dambekalns,Karsten Dambekalns,2013-06-17 07:36,"","",2013-04-22,"","",100,2013-04-22 06:28,"","",1121850,"",""
49137,TYPO3.Media,Feature,"",Under Review,Should have,Filesize and last modification date should be available for resources,Karsten Dambekalns,Karsten Dambekalns,2014-08-26 05:09,"","",2013-06-14,"","",50,2013-06-14 11:23,"","",1206500,"",""
49844,TYPO3.Media,Bug,"",Accepted,Must have,Install of TYPO3.Media Package results in SQL-Error,Kay Schecker,Adrian Föder,2015-04-28 10:43,"","",2013-07-10,"","",0,2013-07-10 04:32,"","",1241500,"","If i try to install the TYPO3.Media package i run into the following error: 

General error: 1005 Can't create table 'DATABASENAME.#sql-531_78c9e'

My composer configuration look like this:

{
    ""name"": ""namespace/package"",
    ""description"" : ""description"",
    ""license"": ""LGPL-3.0+"",
    ""minimum-stability"" : ""dev"",
    ""config"": {
        ""vendor-dir"": ""Packages/Libraries"",
        ""bin-dir"": ""bin""
    },
    ""repositories"": [
        {
            ""type"": ""git"",
            ""url"": ""myPrivateGitUrl""
        }
    ],
    ""require"": {
        ""typo3/flow"": ""dev-master"",
        ""typo3/fluid"": ""@dev"",
        ""typo3/party"": ""@dev"",
        ""doctrine/migrations"": ""@dev"",
	""typo3/media"": ""dev-master"",
        ""myPrivateGitPackage"": ""dev-master""
    },
    ""require-dev"": {
        ""typo3/kickstart"": ""dev-master"",
        ""typo3/buildessentials"": ""dev-master"",
        ""mikey179/vfsstream"": ""1.1.*""
    },
    ""scripts"": {
        ""post-update-cmd"": [
            ""Namespace\\Package\\App\\Composer\\InstallerScripts::postUpdateAndInstall"",
            ""./flow flow:cache:flush"",
            ""./flow doctrine:migrate"",
            ""./flow doctrine:update""
        ],
        ""post-install-cmd"":  [
            ""Namespace\\Package\\App\\Composer\\InstallerScripts::postUpdateAndInstall"",
            ""./flow flow:cache:flush"",
            ""./flow doctrine:migrate"",
            ""./flow doctrine:update""
        ]
    }
}
"
51975,TYPO3.Media,Bug,"",Resolved,Should have,Add parameter $ratioMode in ImageInterface::getThumbnail,Dominique Feyer,Karsten Dambekalns,2013-11-14 13:58,"",1.0 beta 1,2013-09-13,"","",100,2013-09-13 06:14,"","",1346600,"",Currently the ImageVariant::getThumbnail doesn't set the ratio mode when calling getThumbnail
52307,TYPO3.Media,Feature,"",Resolved,Should have,Configurable image options,Bastian Waidelich,Bastian Waidelich,2013-10-02 07:36,"","",2013-09-26,"","",100,2013-09-26 10:31,"","",1363100,"",The ImageService currently uses the default options of the Imagine package when creating images. This should be configurable (e.g. in order to specify the default image quality)
52729,TYPO3.Media,Bug,"",Closed,Must have,Image viewhelper not cropping if property maximumWidth is set ,Jan-Erik Revsbech,Adrian Föder,2014-09-01 11:51,"","",2013-10-12,"","",0,2013-10-12 15:26,"","",1383900,"","During working on a new Neos site I experience a problem with the builtin Media viewhelper. In a custom Element (nodetype) I specify an imagenode and render it with

<media:image image=""{image}"" alt=""My image image""  maximumWidth=""200"" />

But cropping given in the Neos image inspector is not respected when the maximumWidth attribute is set! This happens because the viewhelper is i handed a ""ImageVariant"" domain model, and if the maximumWidth is set (and is less than the images width and allowUpScale is FALSE) then the getThumbnail method og the ImageVariant is called.
For ImageVarians, this method is correctly documented as ""Creates a thumbnail of the original image"" and thus is forgets all about the variants ProcessingInstructions which are needed for the cropping.

I think this is a bug. The easyest way to reproduce it is setting the following TypoScript

 prototype(TYPO3.Neos.NodeTypes:Image).maximumImage = 200

(default is 2560)

and then insert a Image content element, crop it with the very cool Image Inspector, and watch how the cropping is not in effect any longer.

Can any other confirm this behaviour, and that is it undesired?

If this is a bug, then I suggest either of these solutions:

1: Change the viewhelper, to be aware of ImageVarians, and if an ImageVariant is given, then add the new transformations, instead of creating a new ImageVarians
2: Change the viewhelper to not actually use Thumbnails, but do a scale transformations directly using a \TYPO3\Media\Domain\Service\ImageService
3: Change the behaviour of the getThumbnail method on the ImageVariant (this will probably have sideeffects)
4: Add a new method that generates a thumbnail that respects the exising transformations on the ImageVariant.

In my opinoin, option 2 is the most clean.

I will create the patchset if any other can confirm the problem and we can agree on the correct solution.

I'm running alpha5 and, I'm aware that a lot happened the last week, but from what I can see in the Gitlog, this is not changed.
"
53139,TYPO3.Media,Bug,"",New,Should have,Missing tagMode relay in Asset/Index template,Bernhard Schmitt,"",2013-10-25 12:05,"","",2013-10-25,"","",0,2013-10-25 12:05,"","",1404400,"","* The AssetController defaults the tagMode variable to self::TAG_GIVEN in the index action
* The respective template does not set the appropriate tagMode variables in the ""All assets"" and ""Untagged Assets"" links

-> No possibility to reset the tag selection in Neos Inspector -> Media"
54351,TYPO3.Media,Bug,"",Resolved,Should have,Selection of media in thumbnail view give an error 500,Thierry Brodard,"",2014-08-05 05:57,"","",2013-12-12,"","",100,2013-12-12 02:04,"","",1464100,"","In list view, everything is fine"
