#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Description
42219,flow3.typo3.org,Task,"",Resolved,Should have,flow.typo3.org still uses the black favicon,Rens Admiraal,Karsten Dambekalns,2012-12-17 11:35,"","",2012-10-20,"","",100,2012-10-20 06:36,"","",865700,"",""
42133,flow3.typo3.org,Bug,"",Resolved,Should have,"Replace ""FLOW3"" on contribute page",Bastian Waidelich,Bastian Waidelich,2012-12-11 08:32,Content,"",2012-10-18,"","",100,2012-10-18 09:01,"","",861400,"","On http://flow.typo3.org/contribute.html there is still a ""FLOW3"" - unfortunately it's rendered into the team picture.
Maybe we should replace the image with a more recent picture from the houseboat.

@Robert I'm assigning this to you as you probably have the original image"
39831,flow3.typo3.org,Bug,"",Resolved,Should have,Style Guide link broken,Bastian Waidelich,Bastian Waidelich,2012-08-15 10:17,Content,"",2012-08-15,"","",100,2012-08-15 08:11,"","",753050,"","The ""Style Guide"" link on http://flow3.typo3.org/about/logos.html points to the non-existing URL http://typo3.org/teams/design/style-guide/
Should be http://typo3.org/the-brand/style-guide/ instead."
38863,flow3.typo3.org,Task,"",Accepted,Should have,Move FLOW3 Site to TYPO3 server infrastructure,Robert Lemke,Robert Lemke,2012-08-15 10:16,Server Administration,2012 August Release,2012-07-11,"","",70,2012-07-11 04:05,"","",705250,"",Move FLOW3 Site to TYPO3 server infrastructure
38373,flow3.typo3.org,Bug,"",Resolved,Should have,"Missing server alias for ""www.flow3.org""",Bastian Waidelich,Robert Lemke,2012-08-14 03:14,Server Administration,"",2012-06-25,"","",0,2012-06-25 11:03,"","",681250,"","http://www.flow3.org points to a jenkins installation.
Also http://www.flow3.org/robots.txt excludes robots from indexing the documentation (http://flow3.org/robots.txt is correct though)."
37370,flow3.typo3.org,Bug,"",Resolved,Must have,Breadcrumb menu order is wrong after third level,Aske Ertmann,Aske Ertmann,2012-08-15 10:16,"","",2012-05-21,"","",100,2012-05-21 10:14,"","",631300,"",""
34668,flow3.typo3.org,Bug,"",Resolved,Should have,Screencast links broken on Firefox,Bastian Waidelich,Bastian Waidelich,2012-08-15 09:41,Content,"",2012-03-08,"","",0,2012-03-08 07:31,"","",498850,"","On Firefox (v10.0.2, @ Windows 7, 64bit) the screencast links on http://flow3.typo3.org/documentation/screencasts.html are broken.
Instead of @https://vimeo.com/<vimeoCode>@ they point to @http://flow3.typo3.org//<vimeoCode>@"
31864,flow3.typo3.org,Bug,"",Resolved,Should have,Wrong Link Part 2 - Routing to Part 3 -> routing,Karsten Vieth,Bastian Waidelich,2012-03-26 04:55,Content,"",2011-11-16,"","",100,2011-11-16 09:35,"","",362050,"","The Link at the end of the page 
""/documentation/guide/partii/routing/../partiii/routing.html"" is wrong

It should be:
""/documentation/guide/partii/routing/../../partiii/routing.html""

"
31645,flow3.typo3.org,Task,"",Resolved,Should have,Add Rhein-Main Usergroup to the FLOW3 website,Thomas Layh,Bastian Waidelich,2011-12-14 10:04,Content,"",2011-11-07,"","",100,2011-11-07 08:23,"","",351300,"","Please add the new home for the FLOW3 Usergroup Rhein-Main to the FLOW3 website.

The link is: http://fugrm.de/

Thx,
Thomas"
31282,flow3.typo3.org,Task,"",Closed,Should have,Menu in flow3.typo3.org/documentation unsorted,Karsten Vieth,"",2011-12-14 10:03,"","",2011-10-25,"","",0,2011-10-25 10:11,"","",333450,"","the left menu in http://flow3.typo3.org/documentation/guide/partii.html is unsorted.

Links to the next chapter would be a nice feature too
"
31222,flow3.typo3.org,Bug,"",Resolved,Should have,Ordering of links at http://flow3.typo3.org/documentation/guide/partii.html,Susanne Moog,Bastian Waidelich,2012-03-08 07:28,"","",2011-10-24,"","",0,2011-10-24 08:34,"","",330450,"","Hi,

a colleague just starting with FLOW3 mentioned that it's confusing that the links in the content area at http://flow3.typo3.org/documentation/guide/partii.html are in a different order than the links on the left in the menu. Perhaps you could adjust them? 

"
29891,flow3.typo3.org,Task,"",Resolved,Should have,Solve cufont / Aloha problem,Robert Lemke,"",2011-10-24 08:38,"",2.0.0,2011-09-16,"","",0,2011-09-16 05:32,"","",265100,"","As we are using cufonts, we cannot edit headers with Aloha. Need to solve that."
11367,flow3.typo3.org,Bug,"",Closed,Must have,"The object ""F3\Party\Domain\Repository\AccountRepository"" does not exist",Stefano Kowalke,"",2011-09-16 05:31,"","",2010-12-09,"","",0,2010-12-09 16:13,"","",1819900,"","In blog example change the code inside SetupController.php from 
<pre>
	/**
	 * @inject
	 * @var \F3\Party\Domain\Repository\AccountRepository
	 */
	protected $accountRepository;
</pre> into
<pre>
	/**
	 * @inject
	 * @var \F3\FLOW3\Security\AccountRepository
	 */
	protected $accountRepository;
</pre>"
11366,flow3.typo3.org,Bug,"",Closed,Must have,"Invalid configuration option ""factoryClassName""",Stefano Kowalke,"",2011-09-16 05:31,"","",2010-12-09,"","",0,2010-12-09 16:00,"","",1819950,"","Invalid configuration option ""factoryClassName"" in Objects.yaml in the blog example

Correct setting is ""factoryObjectName"". Found this here [1].


[1] http://www.rvantwisk.nl/flow3-irc-log/2010/may/6.html "
11365,flow3.typo3.org,Bug,"",Closed,Must have,Class GravatarViewHelper extents from wrong class BlogExample,Stefano Kowalke,"",2011-09-16 05:31,"","",2010-12-09,"","",0,2010-12-09 15:49,"","",1820000,"","I copied the blog example from the cheatsheet folder into a regular application folder and call example.com/blog/post and got this error

<pre>
Fatal error: Class 'F3\Fluid\Core\ViewHelper\TagBasedViewHelper' not found
</pre>

Change 
<pre>
class GravatarViewHelper extends \F3\Fluid\Core\ViewHelper\TagBasedViewHelper  {
</pre> into <pre>
class GravatarViewHelper extends \F3\Fluid\Core\ViewHelper\AbstractTagBasedViewHelper {
</pre>

should help"
11338,flow3.typo3.org,Bug,"",Closed,Must have,Wrong code in getting started tutorial,Stefano Kowalke,"",2011-09-16 05:31,"","",2010-12-08,"","",0,2010-12-08 13:01,"","",1820050,"","In Chapter 8. Controller there is wrong/old code inside SetupController class.

The example shows 
<pre>
$blog = $this->objectFactory->create('F3\Blog\Domain\Model\Blog');
</pre>
but this property doesn't exist. The current way is to use 
<pre>
$blog = $this->objectManager->create('F3\Blog\Domain\Model\Blog'); 
</pre>

I found this error in the example of the GettingStarted package (in Private/CheatSheet/code) too. "
11332,flow3.typo3.org,Bug,"",Closed,Must have,No access permission for API documentation,Stefano Kowalke,"",2011-09-16 05:31,Server Administration,"",2010-12-08,"","",0,2010-12-08 08:41,"","",1820100,"","I got this error 
<pre>
Forbidden

You don't have permission to access /fileadmin/API/FLOW3/index.html on this server.
</pre>
when I clicked of the first link at http://flow3.typo3.org/documentation/api/"
6942,flow3.typo3.org,Bug,"",Closed,Should have,Compare features also with Yii..,Fredy Klammsteiner,"",2011-09-16 05:31,"","",2010-03-21,"","",0,2010-03-21 12:26,"","",1820150,"",It might be interesting to have also the Yii framework (www.yiiframework.com) in the comparison table.
3849,flow3.typo3.org,Bug,"",Closed,Must have,Errors in Flow3 Comparison chart,Peter Bowyer,Robert Lemke,2011-09-16 05:31,Content,"",2009-07-08,"","",0,2009-07-08 12:09,"","",1820200,"","Hi,

The following info is incorrect about Symfony:

* It has a package repository (http://www.symfony-project.org/plugins/) which is also accessible as a PEAR channel from the command-line tool
* Dependency Injection is coming in Symfony 2.0, and the code has been released to the community already.
* Symfony is developed using Continuous Integration (http://ci.symfony-project.org/)

My understanding is Symfony uses ""Persistence (Domain Model)"" not ""Persistence (Active Record)"".

I don't know what you mean by ""Object Lifecycle Management"" - I thought this was something PHP took care of internally :)

Finally, I have no idea what ""DDD Optimized Layer Architecture"" is - may be worth explaining?

"
2415,flow3.typo3.org,Feature,"",New,Should have,PDF Documentation,Sebastian Kurfuerst,"",2011-12-14 16:38,Server Administration,"",2009-01-06,"","",0,2009-01-06 08:28,"","",1820250,"","We want a rendered PDF documentation of our docbook.
See attached file for some draft how it could work."
1494,flow3.typo3.org,Task,"",Resolved,Should have,Change CGL text,Tim Eilers,Karsten Dambekalns,2010-10-20 05:40,Content,"",2008-09-10,"","",100,2008-09-10 15:30,"","",8350,"","Please change Example A19
from this
<pre>
if (weHaveALotOfCriteria() &&
   notEverythingFitsIntoOneLine() ||
   youJustTendToLikeIt()) {
      doThis();
</pre>
to this
<pre>
if (weHaveALotOfCriteria()
   && notEverythingFitsIntoOneLine()
   || youJustTendToLikeIt()) {
      doThis();
</pre>

due to this mailing list thread voting:
http://support.typo3.org/projects/typo3-5-0general/m/typo3-50-general-coding-guidelines-rule-for-long-criteria-line-breaks-voting-360490/p/9/


Also please correct Example A24: It has to be ""the
exception is for"" not ""the interface is for"".
"
483,flow3.typo3.org,Bug,"",Resolved,Should have,Documentation -> Reference,Christoph Blömer,Robert Lemke,2010-10-20 05:40,Content,"",2008-04-24,"","",0,2008-04-24 15:27,"","",1820300,"","The Link ""MVC Framework"" has the ""Component Manager""-Content
The Link ""Component Manager"" has the ""MVC Framework""-Content"
458,flow3.typo3.org,Bug,"",Closed,Should have,Issues when printing e.g. the documentation,Karsten Dambekalns,Karsten Dambekalns,2010-10-20 05:40,HTML / CSS,"",2008-04-14,"","",0,2008-04-14 15:43,"","",1820350,"","When printing in Firefox under Windows the content is too wide. When setting manually to 70% it fits. In MSIE6 it's the same problem, but manually adjusting the printout size is impossible. MSIE7 prints ok."
426,flow3.typo3.org,Bug,"",Rejected,Could have,Content is (almost) completely invisible in IE6,Robert Lemke,Karsten Dambekalns,2010-10-20 05:40,HTML / CSS,"",2008-03-27,"","",0,2008-03-27 06:06,"","",1820400,"",See the attached screenshots which have been taken using IE6 / WinXP.
327,flow3.typo3.org,Bug,"",Resolved,Should have,"All URLs (www.flow3.de,flow3.de,flow3.typo3.org) should link to one URL",Malte Jansen,Karsten Dambekalns,2010-10-20 05:40,Server Administration,"",2008-02-19,"","",100,2008-02-19 10:30,"","",1820450,"",For search it's the best ;) Just like for www.typo3.org and typo3.org
325,flow3.typo3.org,Bug,"",Resolved,Should have,Code-listings run into sidebar blocks,Karsten Dambekalns,Karsten Dambekalns,2010-10-20 05:40,HTML / CSS,"",2008-02-19,"","",100,2008-02-19 08:18,"","",1820500,"","As can be seen in the attached screenshot the code listings are as wide as the content area, even if there is a sidebar. If possible, this should be fixed..."
316,flow3.typo3.org,Feature,"",Closed,Should have,API documentation needs to be updated automatically,Robert Lemke,Karsten Dambekalns,2010-10-20 05:40,Server Administration,"",2008-02-15,"","",0,2008-02-15 05:49,"","",1820550,"",Currently the API documentation at http://flow3.typo3.org/documentation/api/ seems not to be updated automatically.
197,flow3.typo3.org,Task,"",Closed,Should have,Redirect flow3.de to flow3.typo3.org,Robert Lemke,Wolfgang Zenker,2010-10-20 05:40,Server Administration,"",2008-02-11,"","",100,2008-02-11 07:22,"","",850,"",Currently flow3.de points to nowhere - please redirect that to flow3.typo3.org
196,flow3.typo3.org,Bug,"",Resolved,Should have,Framework comparison details,Tobias Schlitt,Robert Lemke,2010-10-20 05:40,Content,"",2008-02-11,"","",100,2008-02-11 03:15,"","",1820600,"","Hi all!

I found your framework comparison (http://flow3.typo3.org/about/comparison/) quite interesting and have some input about eZ Components, where I think some entries are missing or maybe I just got it wrong.

I don't knwo what ""Package Repository"" exactly means, but I guess that is a PEAR channel, right? If so, eZ Components also have one at components.ez.no. ""l18 & l10n"" is supported Translation component (see http://ezcomponents.org/docs/tutorials/Translation). The ""Security Framework"" seems to be supported by multiple of the eZ Components: UserInput (http://ezcomponents.org/docs/tutorials/UserInput) is a component to secure any type of incoming data by properly validating and escaping it. The PersistentObject (http://ezcomponents.org/docs/tutorials/PersistentObject) component automatically prevents SQL incjections and the Template (http://ezcomponents.org/docs/tutorials/Template) components allows to avoid XSS by its XHTML-Context, which performs proper escaping on evrry output made. Or did I get the term ""Security Framework"" wrong? In addition, eZ Components make heavy use of DI in terms of their ""Tie-In"" components, which are used to create optional dependencies between components instead of making them hard-depend on each other. 

Most important: eZ Components are not realeased under a proprietary license (and actually have never been), but under the ""New BSD License"" (see: http://ezcomponents.org/about).

Thanks in advance for updating! :)

Best regards,
Toby


"
190,flow3.typo3.org,Bug,"",Resolved,Could have,"Width limitation is gone, content becomes as wide as possible",Karsten Dambekalns,Karsten Dambekalns,2010-10-20 05:40,HTML / CSS,"",2008-02-08,"","",100,2008-02-08 04:54,"","",1820650,"","There was a content-width limitation in place, that stopped the main content column from becoming ridiculously wide. This is gone now... why?"
188,flow3.typo3.org,Bug,"",Closed,Should have,first news not clickable.,Sebastian Kurfuerst,Karsten Dambekalns,2010-10-20 05:40,"","",2008-02-08,"","",0,2008-02-08 04:34,"","",1820700,"",first news item is not clickable
185,flow3.typo3.org,Bug,"",Resolved,Should have,Text rendering on documentation/reference/component-manager/ (possible duplicate),Rasmus Skjoldan,Karsten Dambekalns,2010-10-20 05:40,HTML / CSS,"",2008-02-07,"",0.00,100,2008-02-07 17:33,"","",1820750,"","See attached.

From http://flow3.typo3.org/documentation/reference/component-manager/"
184,flow3.typo3.org,Bug,"",Resolved,Should have,Header usage,Rasmus Skjoldan,Karsten Dambekalns,2010-10-20 05:40,"",1.0.0,2008-02-07,"","",100,2008-02-07 17:32,"","",1821000,"","See attached from http://flow3.typo3.org/about/

H1 should only be used one on each page - topmost.

Let me know if H2/3/4 settings are lacking - can't find issues about it and haven't checked BE."
183,flow3.typo3.org,Bug,"",Resolved,Must have,Gap between content elements,Rasmus Skjoldan,Karsten Dambekalns,2010-10-20 05:40,"","",2008-02-07,"","",100,2008-02-07 17:27,"","",1820800,"",See attached.
182,flow3.typo3.org,Bug,"",Resolved,Should have,4th feature has too wide border on the right,Rasmus Skjoldan,Karsten Dambekalns,2010-10-20 05:40,"",1.0.0,2008-02-07,"","",100,2008-02-07 17:24,"","",1821050,"",See attached. All other lines are fine but the rightmost border is 2px instead of 1.
181,flow3.typo3.org,Task,"",Resolved,Should have,Top-align column content,Rasmus Skjoldan,Karsten Dambekalns,2010-10-20 05:40,"",1.0.0,2008-02-07,"","",100,2008-02-07 17:19,"","",700,"",See attached. All content in all columns should top-align precisely. Follow the yellow line.
180,flow3.typo3.org,Task,"",Resolved,Should have,Text change,Rasmus Skjoldan,Robert Lemke,2010-10-20 05:40,"","",2008-02-07,"","",100,2008-02-07 17:15,"","",650,"","I think ""Go With The Flow"" should be spelled ""Go with the Flow"" - would look much better. "
179,flow3.typo3.org,Bug,"",Resolved,Should have,Header position,Rasmus Skjoldan,Karsten Dambekalns,2010-10-20 05:40,"",1.0.0,2008-02-07,"","",100,2008-02-07 17:12,"","",1821100,"","See attached. There's a gap below header and before the dark gray box. 

There should be 1px white between - and no more."
178,flow3.typo3.org,Task,"",Resolved,Should have,Expand padding-right on MO area on front page,Rasmus Skjoldan,Karsten Dambekalns,2010-10-20 05:40,"",1.0.0,2008-02-07,"","",100,2008-02-07 17:07,"","",600,"",See attached. I guess we can just add some padding to make the multiline rendered text flow down on next line before getting too close to the right border.
177,flow3.typo3.org,Task,"",Resolved,Won't have this time,Render and position tag lines / headers on front page,Rasmus Skjoldan,Karsten Dambekalns,2010-10-20 05:40,"",1.0.0,2008-02-07,"","",100,2008-02-07 17:06,"","",550,"",See attached.
176,flow3.typo3.org,Task,"",Resolved,Won't have this time,Logo baseline and 1st layer items must bottom-align,Rasmus Skjoldan,Karsten Dambekalns,2010-10-20 05:40,HTML / CSS,1.0.0,2008-02-07,"","",100,2008-02-07 16:57,"","",500,"",1st layer items should be moved 4px down to align with the logo
175,flow3.typo3.org,Task,"",Closed,Should have,Render 2nd layer items in Sharebold,Rasmus Skjoldan,Karsten Dambekalns,2010-10-20 05:40,TS / Extensions,"",2008-02-07,"","",0,2008-02-07 16:49,"","",450,"",It's okay to size up the font of the 2nd layer items but it needs to be rendered in Share bold + the entire background of the 2nd layer needs to be extended by 6 pixels when the size is being scaled up. 
174,flow3.typo3.org,Task,"",Resolved,-- undefined --,Add real news item,Robert Lemke,Robert Lemke,2010-10-20 05:40,Content,1.0.0,2008-02-07,"","",100,2008-02-07 13:26,"","",400,"",Add real news item
173,flow3.typo3.org,Task,"",Resolved,Should have,Add content for Comparison,Robert Lemke,Robert Lemke,2010-10-20 05:40,Content,1.0.0,2008-02-07,"","",100,2008-02-07 13:25,"","",350,"",Add content for Comparison
172,flow3.typo3.org,Bug,"",Resolved,Should have,Styles for news list view on front page need brush up,Robert Lemke,Karsten Dambekalns,2010-10-20 05:40,HTML / CSS,1.0.0,2008-02-07,"","",100,2008-02-07 13:24,"","",1821150,"","* The headlines of the news items are too different from the rest of the page.
* There are double borders (top + bottom border for each news item)

!DoubleBorder.png!"
171,flow3.typo3.org,Task,"",Resolved,Should have,Point the wiki link to a FLOW3 page,Robert Lemke,Karsten Dambekalns,2010-10-20 05:40,Content,"",2008-02-07,"","",100,2008-02-07 13:21,"","",300,"",Currently the wiki link at http://flow3.typo3.org/get-involved/wiki-and-issuetracker/ points to the wiki start page. After the launch we should create a page for FLOW3.
170,flow3.typo3.org,Task,"",Closed,Should have,"Dummy picture on ""Core Team"" needs to be replaced",Robert Lemke,Robert Lemke,2010-10-20 05:40,Content,1.0.0,2008-02-07,"","",100,2008-02-07 13:18,"","",250,"",Currently there's a dummy picture at http://flow3.typo3.org/get-involved/core-team/
169,flow3.typo3.org,Feature,"",Resolved,Should have,We need a style for h2,Robert Lemke,Karsten Dambekalns,2010-10-20 05:40,HTML / CSS,1.0.0,2008-02-07,"","",100,2008-02-07 13:17,"","",1821200,"","On some pages, we have a lot of big h1 headings:

!ManyBigHeadings.png!

It would look better if only the first heading was big and the other were h2. The question is if we should create a style for csc-firstHeader or just use h2 manually in the content elements."
168,flow3.typo3.org,Bug,"",Resolved,Should have,"""Frame1"" style is not consistent depending on content",Robert Lemke,Karsten Dambekalns,2010-10-20 05:40,HTML / CSS,1.0.0,2008-02-07,"","",100,2008-02-07 13:13,"","",1821250,"","Depending on whether the content element is pure text, contains a bullet list or a menu of subpages, there's a background or not for the ""Frame 1"" style.

This seems to be correct:

!Frame1Correctly.png!

"
167,flow3.typo3.org,Task,"",Resolved,Should have,API documentation needs to be updated (still shows UNKNOWN3),Robert Lemke,Karsten Dambekalns,2010-10-20 05:40,Content,1.0.0,2008-02-07,"","",100,2008-02-07 13:10,"","",200,"",API documentation needs to be updated (still shows UNKNOWN3)
166,flow3.typo3.org,Bug,"",Resolved,Should have,Documentation: Content grows below footer line if images exist,Robert Lemke,Karsten Dambekalns,2010-10-20 05:40,HTML / CSS,"",2008-02-07,"","",100,2008-02-07 13:09,"","",1820850,"","At http://flow3.typo3.org/documentation/reference/aop-framework/ the content grows below the footer line:

!contentbelowfooter.png!

Seems to be a JS issue."
165,flow3.typo3.org,Feature,"",Resolved,Should have,"Page ""Documentation"" has no content yet",Robert Lemke,"",2010-10-20 05:40,Content,1.0.0,2008-02-07,"","",100,2008-02-07 13:05,"","",1821300,"",http://flow3.typo3.org/documentation/
164,flow3.typo3.org,Bug,"",Resolved,Should have,h1 in column 3 is too wide,Robert Lemke,Karsten Dambekalns,2010-10-20 05:40,HTML / CSS,1.0.0,2008-02-07,"","",90,2008-02-07 13:03,"","",1821350,"",!h1_heading_col3.png!
162,flow3.typo3.org,Bug,"",Resolved,Should have,Width-calculation in JS doesn't work as expected for 1-side-column pages,Karsten Dambekalns,Karsten Dambekalns,2010-10-20 05:40,HTML / CSS,1.0.0,2008-02-05,"","",100,2008-02-05 15:45,"","",1821400,"","On pages like the reference or API in the documentation section we use a subtemplate with only one side-column. This works fine in general, but the width calculated by the JS isn't as wide as it could be."
159,flow3.typo3.org,Feature,"",Resolved,Should have,Install and configure the news plugin,Robert Lemke,Sebastian Kurfuerst,2010-10-20 05:40,TS / Extensions,1.0.0,2008-02-05,"","",100,2008-02-05 04:10,"","",1821450,"","We need news for the front page (in the outermost right column). These news should be imported from news.typo3.org like on the other websites, too.

Please take care to not unveil the name FLOW3 while setting up categories etc. on news.typo3.org - at least it shouldn't be visible for the regular visitor of the website."
156,flow3.typo3.org,Bug,"",Resolved,Should have,"Dropdown menu in IE7 and ""Click here to see the full width code""",Søren Vedel,Karsten Dambekalns,2010-10-20 05:40,HTML / CSS,"",2008-02-04,"","",100,2008-02-04 10:02,"","",1820900,"","The dropdown-menu doesn't show in IE7 and the ""Click here to see the full width code"" is out of order, too.

Might be some problem with the bells-and-whistles.js script?"
154,flow3.typo3.org,Bug,"",Resolved,Should have,Layout / floating of feature box is broken in Safari,Robert Lemke,Christian Jul Jensen,2010-10-20 05:40,HTML / CSS,1.0.0,2008-01-30,"","",0,2008-01-30 17:05,"","",1821500,"",!FeatureBoxBrokenLayout.png!
153,flow3.typo3.org,Feature,"",Closed,Should have,Feature photos need to be replaced by real photos,Robert Lemke,Robert Lemke,2010-10-20 05:40,Content,1.0.0,2008-01-30,"","",100,2008-01-30 17:01,"","",1821550,"",Feature photos need to be replaced by real photos
152,flow3.typo3.org,Bug,"",Resolved,Should have,Image links in documentation are broken,Robert Lemke,Robert Lemke,2010-10-20 05:40,TS / Extensions,1.0.0,2008-01-30,"","",100,2008-01-30 12:44,"","",1821600,"",!BrokenImageLink!
128,flow3.typo3.org,Bug,"",Rejected,Should have,Code snippets (PRE) in the documentation destroy column layout,Robert Lemke,Karsten Dambekalns,2010-10-20 05:40,HTML / CSS,1.0.0,2008-01-30,"","",0,2008-01-30 07:03,"","",1821650,"","See screenshot:

!DocumentationPreProblem.png!"
127,flow3.typo3.org,Bug,"",Resolved,Should have,Underlined links necessary in navigation?,Robert Lemke,Søren Vedel,2010-10-20 05:40,Design,1.0.0,2008-01-29,"","",0,2008-01-29 05:36,"","",1821700,"","Currently the navigation links are orange and underlined:

!UnderlinedLinksInNavigation.png!

Is it really necessary to underline them?"
126,flow3.typo3.org,Bug,"",Resolved,Should have,Link color and bullets are undefined in right bar,Robert Lemke,"",2010-10-20 05:40,HTML / CSS,1.0.0,2008-01-29,"","",100,2008-01-29 05:34,"","",1821750,"",!LinkColorAndBulletInSidebar.png!
125,flow3.typo3.org,Bug,"",Rejected,Should have,Content positioning of documentation is wrong,Robert Lemke,Christian Jul Jensen,2010-10-20 05:40,HTML / CSS,1.0.0,2008-01-29,"","",0,2008-01-29 05:32,"","",1821800,"",!DocumentationContentPositioning.png!
124,flow3.typo3.org,Bug,"",Resolved,Must have,Adjust feature title / description,Robert Lemke,Søren Vedel,2010-10-20 05:40,HTML / CSS,1.0.0,2008-01-29,"","",100,2008-01-29 05:29,"","",1821850,"","I don't know if that is the wanted design, but for me it looks like the feature title and description could need a bit more top padding. Maybe they should even be centered?"
123,flow3.typo3.org,Bug,"",Resolved,Should have,Footer copyright year is wrong,Robert Lemke,Søren Vedel,2012-04-13 09:15,TS / Extensions,1.0.0,2008-01-29,"","",0,2008-01-29 05:25,"","",1821900,"","We should have some auto-updating footer copyright year. 

Code from typo3.org we can use:
<pre>
lib.footer = COA

lib.footer.10 = TEXT
lib.footer.10.data = date : Y
lib.footer.10.noTrimWrap = |&copy; 2007-| |

lib.footer.20 = TEXT
lib.footer.20.value = TYPO3 Association
lib.footer.20.typolink.parameter = http://association.typo3.org

lib.footer.30 = TEXT
lib.footer.30.value = All rights reserved
lib.footer.30.noTrimWrap = | ||
</pre>"
