#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Affected Flow version,Description
44402,TYPO3.Flow,Bug,"",Resolved,Must have,Regex search & replace in code migrations never done,Karsten Dambekalns,Karsten Dambekalns,2013-04-05 09:37,- Migrations -,2.0,2013-01-09,"","",100,2013-01-09 07:06,"","",973700,"",Flow 2.0.0 beta 1,"The code is all in place, but the last step of actually using it is missing?"
44434,TYPO3.Flow,Task,"",Resolved,Could have,Link generation in functional tests should behave like Apache with mod_rewrite,Karsten Dambekalns,Karsten Dambekalns,2013-08-02 04:52,- Testing -,2.0,2013-01-10,"","",100,2013-01-10 08:36,"","",975300,"","","Currently links generated in functional tests include ""index.php"" as the @FLOW_REWRITEURLS@ environment variable is not present (usually set in @.htaccess@ if mod_rewrite is available).

By adding this environment variable in @FunctionalTests.xml@ the tests would behave like most people would link building to work."
44458,TYPO3.Flow,Feature,"",Closed,Could have,Allow deletion of sub objects,Bastian Waidelich,Bastian Waidelich,2014-02-19 04:07,Property,"",2013-01-11,"","",0,2013-01-11 07:15,"","",976500,"","","Currently it's not possible to remove a subobject from an entity in it's updateAction without manual interaction.

h2. Example:

Imagine you have a domain object *Invoice* with 1:n relation to *Client* and a n:n relation to *InvoiceItem*
I want to display the invoice with its items and the related client.
The user should be able to remove items and the client from the invoice and submit the form.

*Note:* A solution would be to remove relations via AJAX but that's a different topic

h3. RFC:

I could imagine following solution:

Submit the form with
<pre>
<code class=""html"">
<input type=""hidden"" name=""client[__remove]"" value=""1"" />
<input type=""hidden"" name=""items[__remove]"" value=""UUID1, UUID2"" />
</code>
</pre>

an alternative syntax for the collection removal could be:

<pre>
<code class=""html"">
<input type=""hidden"" name=""items[__remove][UUID1]"" value=""1"" />
<input type=""hidden"" name=""items[__remove][UUID2]"" value=""1"" />
</code>
</pre>

The *PersistentObjectConverter* would have to take care of the removals probably.

h3. Security:

We probably need a new constant *PersistentObjectConverter::CONFIGURATION_DELETION_ALLOWED* (in addition to *CREATION* and *MODIFICATION*) which need to be set in the propertyMappingConfiguration for the corresponding object."
44471,TYPO3.Flow,Bug,"",Resolved,Should have,Apc Cache backend has side effects,Tymoteusz Motylewski,Karsten Dambekalns,2013-04-05 10:37,Cache,2.0,2013-01-11,"","",100,2013-01-11 16:40,"","",977150,"",(any),"If two caches use the APC cache backend, one cache can write and get entries from the other by just using the same key!
see:
http://forge.typo3.org/issues/38135
and patch
https://review.typo3.org/#/c/12145/8"
44496,TYPO3.Flow,Bug,"",Resolved,Must have,New doctrine.annotations classes are proxied but should not,Christian Müller,Karsten Dambekalns,2013-01-14 04:42,Persistence,2.1,2013-01-14,"","",100,2013-01-14 04:01,"","",978400,"",Git master,doctrine.annotations was moved out of Doctrine.Common and so aren't excluded from object management anymore. With that fatal errors occur even when just calling the flow command.
44520,TYPO3.Flow,Bug,"",Resolved,Should have,Case-sensitivity switch for Query::equals() is not implemented,Karsten Dambekalns,Karsten Dambekalns,2013-12-04 02:47,Persistence,2.0,2013-01-14,"","",100,2013-01-14 15:14,"","",979600,"",(any),""
44521,TYPO3.Flow,Bug,"",Resolved,Should have,ObjectPathMappingRepository always checks case-sensitive,Karsten Dambekalns,Bastian Waidelich,2014-02-21 16:36,MVC - Routing,2.0.1,2013-01-14,"","",100,2013-01-14 15:22,"","",979650,"",(any),"The @ObjectPathMappingRepository@ always checks for matches using a case-sensitive check. This worked fine for most people so far, because the most common collation on MySQL is probably utf8_unicode_ci, which is case-*in*sensitive anway."
44535,TYPO3.Flow,Bug,"",Resolved,Should have,"Subclasses of SplObjectStorage, ArrayObject, Collection not considered collection type",Karsten Dambekalns,Karsten Dambekalns,2013-08-02 05:21,Utility,2.0,2013-01-15,"","",100,2013-01-15 07:10,"","",980350,"",(any),@TypeHandling::isCollectionType()@ does not consider inheritance when it comes to the checking it does. Thus a subclass of @SplObjectStorage@ or an implementation of Doctrine's @Collection@ interface will not pass the check.
44542,TYPO3.Flow,Task,"",New,Should have,Mention the risk of requestPatterns regarding foreign package's SecurityContext usage,Adrian Föder,Adrian Föder,2013-01-17 12:39,- Documentation -,"",2013-01-15,"","",0,2013-01-15 11:43,"","",980700,"","","If someone sets a RequestPattern to his package's namespace, for example
<pre><code class=""yaml"">
security:
  authentication:
    providers:
      DefaultProvider:
        provider: 'PersistedUsernamePasswordProvider'
        requestPatterns:
         controllerObjectName: 'Acme\.+'
</code></pre>

This will have an evil side effect when using and relying on foreign package's SecurityContext usage, because the foreign (controller) request won't involve the above authentication provider since the RequestPattern does (of course) not match.

The foreign package is requested, for example via a Widget; the widget includes the SecurityContext, the SecurityContext tries to authenticate the tokens; but since the DefaultProvider token has the requestPattern set and does not match for this widget's request; the token will be deactivated and may result into actually no authentication taking place.
As a result, the SecurityContext has no tokens and is unable to conduct any authentication, account retrieval etc.

This seems ""as programmed"", but should be emphasized in the documentation http://flow.typo3.org/documentation/guide/partiii/security.html#request-patterns as a .. caution note or similar."
44563,TYPO3.Flow,Feature,"",New,Should have,Logged in users via HTTP Basic always get re-authenticated,Marco Falkenberg,"",2013-01-16 05:28,Security,"",2013-01-16,"","",0,2013-01-16 05:28,"","",981750,"","","Logged in users via HTTP Basic will always be re-authenticated by the authentication provider manager, because the UsernamePasswordHttpBasic token always sets the authentication status either to ""authentication needed"" or ""no credentials given"".

There are two cons related to this fact:

1. After being logged in, every following request results in a new authentication which could (or better should) be very cheap depending on the used hashing strategy. Thus requests taking a long time and stressing the server.
2. Every requests results in changing to a new session.

A possible solution could be to narrow down the use of ""authentication needed"" and only re-authenticate under the following circumstances:

1. The username has changed.
2. The password has changed.

Detecting a change of the username is easy. Just store the logged in user in the token and compare it with the current.

Detecting a change of the password is the problem, because you should not store the last used password in the token (security). Also hashing the password is no good idea. Maybe you could ignore changes in password and rely on getting the same username password combination all over the time (or for a limited timespan).

Maybe some else has an idea how to solve this more deterministic?
"
44566,TYPO3.Flow,Task,"",Closed,Should have,RFC: Change CGL to remove closing PHP tag,Christopher Hlubek,"",2013-10-25 06:30,- Documentation -,"",2013-01-16,"","",100,2013-01-16 07:57,"","",981900,"","","Having a closing PHP tag in class definitions is cumbersome, error prone (if whitespace is inserted after the tag) and not common in most other frameworks.

Therefore we should change this rule in our CGL

> Always use the closing tag ?> at the end of a file, don?t leave it out (this ain?t no Zend Framework, dude)

to something like

> Don't end files with the closing PHP tag @?>@

The change can be easily automated with a code migration that we ship with the next Flow version."
44572,TYPO3.Fluid,Feature,"",Resolved,Could have,Format.Case ViewHelper in order to change the case of string values,Adrian Föder,Adrian Föder,2014-05-08 03:48,ViewHelpers,"",2013-01-16,"","",100,2013-01-16 09:48,"","",982200,"","","Have an @f:format.case@ ViewHelper with the options ""lower"", ""upper"" and ""capital"" which results into @strtolower@, @strtoupper@, and @ucfirst@."
44602,TYPO3.Flow,Bug,"",Resolved,Should have,Update YAML schemas to latest changes,Bastian Waidelich,Bastian Waidelich,2013-01-31 04:36,"",2.0,2013-01-17,"","",100,2013-01-17 08:07,"","",983700,"",Git master,"Currently
<pre>
./flow configuration:validate --type Settings
</pre>
and
<pre>
./flow configuration:validate --type Objects
</pre>

Return errors for Flow configuration.
The respective schemas need to be adjusted to recent changes"
44604,TYPO3.Flow,Task,"",New,Should have,Add a guide for installing Flow on Win7 x64 XAMPP,Oliver Eglseder,Oliver Eglseder,2013-08-14 09:35,- Documentation -,2.0.1,2013-01-17,"","",100,2013-01-17 08:59,"","",983800,"","",""
44622,TYPO3.Flow,Feature,"",Resolved,Could have,Add unique entity validator,Aske Ertmann,"",2013-01-31 07:36,Validation,2.0,2013-01-17,"","",100,2013-01-17 18:13,"","",984700,"","","After creating a unique entity validator for Neos I shared it in the IRC channel and people seemed to like the idea. So I've moved it into the Flow package and would like some feedback if people would like to have this general validator or if we should keep it out.

It works for action controllers and is intended for create and update methods. The uniqueness is defined by the entity's identity properties. It should work with both Doctrine and Generic persistence.

_Thanks to RafaelK, sorenmalling & afoeder for helping getting it to the final implementation._"
44670,TYPO3.Welcome,Bug,"",Resolved,Could have,JS in Welcome Package broken,Axel Böswetter,Karsten Dambekalns,2013-03-19 11:37,"","",2013-01-20,"","",100,2013-01-20 08:36,"","",987100,"",Flow 2.0.0 beta 1,"Hi,

I've just installed the 2.0b1 in a VM and recognized that the javascript in the welcome package seems to be broken. The mootools core v1.2.2 seems to be buggy as it does not return the first h2 element via @element.getFirst()@ but the "".tab"" div itself, which results in non object error after @element.getFirst('h2)@. It also results in a broken layout, as the ""tab-*"" css classes are not correctly assigned so that the stylesheets in the Styles.css don't apply correctly.

Just replace the mootools library with the latest one and everthing seems to be fine again. I used the latest @mootools-core-1.4.5-full-compat-yc.js@ from the mootools website.

This is just cosmetical, I know, but normaly it's the first part of Flow every new user sees.

Regards,
Axel"
44684,TYPO3 Flow Base Distribution,Bug,"",New,Should have,Authorization header redirect in .htaccess strips the Basic-prefix,Peter Rauber,"",2014-09-16 17:41,"","",2013-01-21,"","",0,2013-01-21 05:38,"","",987800,"",(any),"The .htaccess file in the web folder contains this command:
SetEnvIfNoCase Authorization ""Basic ([a-zA-Z0-9\+/=]+)"" REMOTE_AUTHORIZATION=$1

This will strip the prefix ""Basic "" from the authorization header.

Changing this to:
SetEnvIfNoCase Authorization ""Basic ([a-zA-Z0-9\+/=]+)"" REMOTE_AUTHORIZATION=$0

worked for me. Maybe this should be updated in the shipped .htaccess-File."
44702,TYPO3.Fluid,Bug,"",Resolved,Should have,"[CGL] ""public static"" instead of ""static public""",Tymoteusz Motylewski,"",2013-01-31 04:36,"","",2013-01-21,"","",100,2013-01-21 16:32,"","",988700,"",Git master,"In the TemplateParser class scope should be ""static public"" not ""public static"""
44706,TYPO3.Fluid,Task,"",Resolved,Should have,[CGL] small cgl issues in AbstractViewHelper,Tymoteusz Motylewski,"",2013-01-31 04:36,"","",2013-01-21,"","",100,2013-01-21 17:26,"","",988900,"","",""
44710,TYPO3.Fluid,Bug,"",Resolved,Should have,[CGL] Fix some cgl issues spotted during backporting,Tymoteusz Motylewski,"",2013-02-18 15:37,"","",2013-01-22,"","",100,2013-01-21 18:20,"","",989050,"",Git master,Container issue for cgl problems spotted while syncing Flow Fluid and CMS Fluid
44712,TYPO3.Flow,Task,"",Accepted,Should have,Decouple Argument-Building in the HTTP-Request-Constructor,Achim Fritz,"",2013-01-23 05:19,Http,"",2013-01-22,"","",0,2013-01-22 02:13,"","",989150,"","","It should be possible to create a HTTP-Request-Object without reading all arguments in the Constructor, especially the body-arguments in a PUT/POST-Request from the input stream ""php://input"".

If I need a HTTP-Request-Object in my RequestHandler for decide if i can handle this Request, the Creation of the HTTP-Request-Object empties the input stream and every later created HTTP-Request-Object gets no body-arguments.

Perhaps the input stream can be read first, when accessing the Request-Arguments

"
44730,TYPO3.Flow,Feature,"",Resolved,Should have,Support stream resources as content for HTTP Request,Robert Lemke,"",2013-01-23 07:36,Http,2.1,2013-01-22,"","",100,2013-01-22 14:51,"","",990050,"","","If the HTTP Request would support stream resources instead of strings for setContent() and the CurlEngine would take this into consideration, files could be sent with curl through its INFILE feature."
44738,TYPO3.Flow,Feature,"",New,Must have,Re-Validation of argument's custom validators,Marco Falkenberg,"",2013-01-23 03:19,Validation,"",2013-01-23,"","",0,2013-01-23 03:19,"","",990450,"","","There are situation where the automatic validation of arguments, that happens BEFORE passing the arguments to the action-method, is not enough. The validation should be able to be reactivated in the controller-action. E.g if you do some business logic inside the action.

A very simple and common example, is where you want to validate an item after adding some sub-items to it: 

<pre>
public function addChildAction(Parent $parent, Child $child) {
  $parent->addChild($child);
  $this->revalidateArguments();
}
</pre>

<pre>
class BadNameChoiceValidator extends \TYPO3\Flow\Validation\Validator\GenericObjectValidator {

  protected function isValid($parent) {
    foreach($parent->getChilds() as $child) {
      if($parent->lastName === 'Walker' && $child->firstName === 'Johnny') {
        $this->addError('Name is to alcoholic!', 1357116916);
      }
    }
  }

}
</pre>

Thus the ValidatorInterface should have a reset-method. E.g. the ObjectValidator could reset its validatedInstancesContainer there."
44740,TYPO3.Flow,Feature,"",Resolved,Should have,Add support for doctrine's 'indexBy'-annotation in FlowAnnotationDriver,Marco Falkenberg,"",2015-03-05 08:33,Persistence,"",2013-01-23,"","",100,2013-01-23 04:14,"","",990550,"","","There is a nice feature for indexing doctrine's collections (One-To-Many & Many-ToMany). See http://docs.doctrine-project.org/projects/doctrine-orm/en/latest/tutorials/working-with-indexed-associations.html

It would be nice if Flow's annotation would transport this annotation as well.

Many thanks!"
44743,TYPO3.Flow,Bug,"",Resolved,Should have,Wrong variable declaration in Security\Context,Karsten Dambekalns,Karsten Dambekalns,2013-04-05 10:37,Security,2.0,2013-01-23,"","",100,2013-01-23 05:55,"","",990700,"",FLOW3 1.1.0,The @$request@ member is annotated as being @Http\Request@ but must be @Mvc\ActionRequest@
44753,TYPO3.Flow,Bug,"",Closed,Must have,"Using 'authenticationRequired' action name for ""WebRedirect"" gives exception",Adrian Föder,"",2013-02-06 07:09,Session,"",2013-01-23,"","",0,2013-01-23 09:53,"","",991200,"",Git master,"//edit: nevermind initial description; the actual point is: if my action is named like below (""@authenticationRequired@""), the exception occurs as described. However, if I rename the action to something else, even maybe ""@authRequired@"", the problem does not occur.
I verified that definitely with a fresh cache-flush and warmup and a very fresh browser instance each time...

-------
(following is obsolete):

consider the following use case:
<pre>
<code class=""yaml"">
    security:
      authentication:
        providers:
          DefaultProvider:
            provider: 'PersistedUsernamePasswordProvider'
            entryPoint: 'WebRedirect'
            entryPointOptions:
              routeValues:
                '@package': 'Acme.Acme'
                '@controller': 'Authentication'
                '@action': 'authenticationRequired'
</code>
<code class=""php"">
// AuthenticationController:
public function authenticationRequiredAction() {
	$this->addFlashMessage('You must be logged in to see this page');
		
		// not necessary to reproduce, but to show the intention:
	#$this->forward('login');
}
</code>

#1: Notice: unserialize(): Error at offset 12196 of 12384 bytes in ...\TYPO3.Flow\Classes\TYPO3\Flow\Cache\Frontend\VariableFrontend.php line 80
</pre>

The following is the end of the serialized content:
<pre>
controllerActionName"";s:5:""index"";s:12:"" * arguments"";a:0:{}s:20:"" * internalArguments"";a:1:{s:11:""__csrfToken"";s:32:""8dc6e96bfbed85aec3b0ea7c45d6bc85"";}s:18:"" * pluginArguments"";a:0:{}s:20:"" * argumentNamespace"";s:0:"""";s:9:"" * format"";s:4:""html"";s:13:"" * dispatched"";b:1;s:16:"" * parentRequest"";r:65;s:14:"" * rootRequest"";r:65;s:19:"" * referringRequest"";N;}}i:2;O:47:""TYPO3\Fluid\Core\Widget\AjaxWidgetContextHolder"":2:{s:23:"" * nextFreeAjaxWidgetId"";i:0;s:17:"" * widgetContexts"";a:0:{}}}
</pre>

The offset 12196 is exactly the (last) semicolon at @rootRequest"";r:65;@, so maybe a recursion fails or something...

That VariableFrontend access, btw, comes with @TYPO3\Flow\Session\Session_Original::resume()@.

Can you (please) reproduce this? Just adding that ->addFlashMessage() to a WebEntryPoint'ed controller action and hitting a secured page (letting the WebEntryPoint kick in) with a fresh session should show the error."
44765,TYPO3.Flow,Bug,"",Resolved,Should have,Functional test broken,Michael Klapper,Karsten Dambekalns,2013-04-05 05:38,Security,2.0,2013-01-23,"","",100,2013-01-23 17:18,"","",991800,"",Flow 2.0.0 beta 1,"If you run the functional tests, you'll get the following exception thrown.

<pre>
TYPO3\Flow\Security\Exception: The security Context cannot be initialized yet. Please check if it can be initialized with $securityContext->canBeInitialized() before trying to do so.
</pre>

This is a side effect of the following commit:
<pre>
commit ce08c301e116f3e775657a977c3f1bc3ee4fcad3
Author: Sebastian Kurfuerst <sebastian@typo3.org>
Date:   Thu Jan 17 17:57:44 2013 +0100

    [BUGFIX]Â The security context is only allowed to be initialized after routing took place

...

 This is a follow-up to issue #42601; where the according code has been
    implemented.

    Change-Id: I724c1b352dd1807ba53b1e336f2d90e90360ff4d
    Releases: master, 2.0

</pre>"
44826,TYPO3.Fluid,Bug,"",Resolved,Should have,groupedFor cannot group by DateTime-Objects,Wouter Wolters,"",2013-03-26 12:36,"","",2013-01-26,"","",100,2013-01-26 11:46,"","",994850,"",(any),The Fluid-ViewHelper groupedFor cannot group by as DateTime-Object defined properties.
44885,TYPO3 Flow Base Distribution,Task,"",Resolved,Should have,Make documentation fit for docs.typo3.org,Karsten Dambekalns,Karsten Dambekalns,2013-01-30 12:36,- Documentation -,2.0,2013-01-28,"","",100,2013-01-28 08:37,"","",997800,"","","* move images to @Images/@ next to source file(s)
* add Settings.yml"
44889,TYPO3.Fluid,Bug,"",Resolved,Should have,Format urlencode viewhelper should work with objects that implement __toString,Christian Müller,"",2013-03-21 11:37,"","",2013-01-28,"","",100,2013-01-28 10:11,"","",998000,"",(any),currently a check for is_string prevents format.urlencode to work with objects that implements __toString
44891,TYPO3.Flow,Feature,"",New,Should have,Routes should be able to enforce http/https protocol,Ondrej Hatala,"",2014-05-14 13:55,MVC - Routing,"",2013-01-28,"","",0,2013-01-28 10:53,"","",998100,"","","It should be possible to set http/https protocol for each route separately (for e.g. for the checkout page of the e-shop).

<pre>
-
  name: 'Checkout'
  uriPattern: 'checkout'
  defaults:
    '@package':    'Eshop'
    '@controller': 'Checkout'
    '@action':     'index'
    '@format':     'html'
    '@protocol':     'https'
</pre>

Default behaviour should be to use http.
If https is specified for the route and you arrive through http, automatic redirect to https should ensue."
44997,TYPO3.Flow,Bug,"",Resolved,Must have,JsonView outputs unreliable DateTime representation,Adrian Föder,Adrian Föder,2013-03-20 11:37,MVC,2.0,2013-01-31,"","",100,2013-01-31 01:59,"","",1002200,"",FLOW3 1.0.0,"Currently, the JsonView just outputs @Y-m-d H:i:s@ as string when it comes to a DateTime object. This is incorrect since it doesn't care about time zones / offsets.

Error case:
* it's 15:13 GMT, a record is created
* the record is stored in 14:13 UTC
* after Hydration, the DateTime object represents 14:13 UTC
* JsonView's H:i:s makes ""14:13"" of it
* (maybe) the string is directly given to JavaScript's new Date() constructor, resulting (due to GMT local time) in 14:13 GMT which is obviously wrong.

Solution: add a timezone offset as in ISO 8601 which is also directly accepted by JavaScript's Date() constructor and probably any other ""magical"" datetime parser."
45041,TYPO3.Flow,Bug,"",New,Must have,Set file permissions doesnt work,Christian Jul Jensen,"",2013-08-14 09:35,Command,2.0.1,2013-01-31,"","",0,2013-01-31 11:16,"","",1004350,"",Git master,"Installing the Neos demopackage, the set file permission command did not change anything, even though it didn' encounter any errors. see attachment."
45062,TYPO3.Flow,Bug,"",Resolved,Should have,TranslateViewHelper fails if an array with a single number is passed as arguments,Timo Dödtmann,"",2014-02-24 06:36,I18n,"",2013-02-01,"","",100,2013-02-01 04:17,"","",1005350,"",Flow 2.0.0 beta 1,"If the TranslateViewHelper will passed ""arguments"" and this is now an array of a single number [array(0 => 123)], for example to tell that the password is too short, the Translator (_\TYPO3\Flow\I18n\Translator_) try's to find the plural form of this number (take a look in _\TYPO3\Flow\I18n\Translator->translateById()_ which is called _\TYPO3\Flow\I18n\Translator->getPluralForm()_).
Normally this fails and the ViewHelper returns the passed ""id"" or ""value"".

The following line returns _""Password must have x characters.""_, even if _""myMessageId""_ is set correctly.
<pre>
{f:translate(id:'myMessageId', arguments:{0:123}, value:'Password must have x characters.')}
</pre>

If _""myMessageId""_ use the placeholder _{1}_ and
<pre>
{f:translate(id:'myMessageId', arguments:{0:1, 1:123}, value:'Password must have x characters.')}
</pre>
is called, then _""myMessageId""_ wil be returned with _""123""_ for the placeholder. "
