#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Affected Flow version,Description
12210,TYPO3.Fluid,Bug,"",Closed,Must have,Widget Bootstrapper Call to undefined method Tx_Extbase_Object_Container_Container::getContainer(),Kevin Ulrich Moschallski,"",2011-01-21 08:34,Widgets,"",2011-01-14,"","",0,2011-01-14 06:10,"","",2593600,"","","When calling a ajax widget i recieve this error:

Call to undefined method Tx_Extbase_Object_Container_Container::getContainer()

I looked into the class and couldn't find such a method.

I replaced it with this:

$objectContainer = t3lib_div::makeInstance('Tx_Extbase_Object_Container_Container');
$objectContainer->registerImplementation($originalClassName, $classConfiguration['className']);

and everything works fine.

Patch attached."
12266,TYPO3.Flow,Bug,"",Rejected,Should have,AccountRepository QueryResult not reflecting correct result,Soren Malling,Karsten Dambekalns,2011-03-21 07:02,Persistence,1.0 beta 1,2011-01-15,"","",0,2011-01-15 14:24,"","",1810600,"","","This might be me, misunderstanding the queryResult return of a findAll function from \F3\FLOW3\Security\AccountRepository but here goes:

Debugging the output of $this->accountRepository->findAll() (using \F3\var_dump) i get the following dump

<pre>
F3\FLOW3\Persistence\QueryResult [prototype]
 dataMapper => F3\FLOW3\Persistence\DataMapper [singleton][filtered]
 persistenceManager => F3\FLOW3\Persistence\PersistenceManager [singleton][filtered]
 query => F3\FLOW3\Persistence\Query [prototype][filtered]
 queryResult => NULL
</pre>

from what I see, my queryResult (the resulting objects?) is empty. But adding the ""->toArray()"" function (or parsing it through <f:for ..><f:debug.. in fluid) I get my expected objects.

So, from my view, it looks like resulting objects isn't attached to the queryResult property?"
12365,TYPO3.Flow,Bug,"",Rejected,Must have,mapAndValidate() and map() behave differently,Robert Lemke,"",2011-05-06 03:27,Property,1.0 beta 1,2011-01-19,"","",0,2011-01-19 05:27,"","",1810550,"","","mapAndValidate() does not expect $target to be passed by reference. As a consequence, a string (object name) can be passed, BUT if an array would be passed, the function would actually do nothing (because the result is never returned)."
12430,TYPO3.Flow,Bug,"",Closed,Must have,F3\FLOW3\I18n\Cldr\Reader\Exception\UnableToFindFormatException thrown in file NumbersReader.php,Christian Lerrahn,Karol Gusak,2011-07-06 13:48,I18n,"",2011-01-21,"","",0,2011-01-21 01:31,"","",1778200,"","","I'm trying to validate data on a object which I created in the code and filled with data from a file.

I presume that the localisation causes this exception somehow. The code used to run with version that did not have localisation, yet.
Is this a bug or a configuration issue?

Number format was not found. Please check whether CLDR repository is valid.
50 F3\FLOW3\I18n\Cldr\Reader\NumbersReader::parseFormatFromCldr(F3\FLOW3\I18n\Locale, ""decimal"", ""default"")
49 F3\FLOW3\I18n\Parser\NumberParser::parseDecimalNumber(""1"", F3\FLOW3\I18n\Locale, ""default"", boolean)
48 F3\FLOW3\Validation\Validator\NumberValidator::isValid(""1"", boolean)
47 F3\FLOW3\Validation\Validator\GenericObjectValidator::isPropertyValid(F3\UtilityMeterReconciliation\Domain\Model\Asset_AOPProxy_Development, ""assetIdentifier"")
46 F3\FLOW3\Validation\Validator\GenericObjectValidator::isValid(F3\UtilityMeterReconciliation\Domain\Model\Asset_AOPProxy_Development, boolean)
45 F3\FLOW3\Validation\Validator\ConjunctionValidator::isValid(F3\UtilityMeterReconciliation\Domain\Model\Asset_AOPProxy_Development)
44 F3\UtilityMeterReconciliation\Controller\File\FileController::parseFileContents(""asset"", ""&quot;Asset_ID&quot;,&quot;Asset_Name&quot;,&quot;Asset_Use&quot;,&quot;Asset_Street_?et, Wandin North VIC 3139&quot;,&quot;Wandin North&quot;,3139,,
?"", array, boolean)
43 F3\UtilityMeterReconciliation\Controller\File\FileController::parseAction(F3\UtilityMeterReconciliation\Domain\Model\File_AOPProxy_Development)
42 F3\UtilityMeterReconciliation\Controller\File\FileController_AOPProxy_Development::parseAction(F3\UtilityMeterReconciliation\Domain\Model\File_AOPProxy_Development)
41 call_user_func_array(array, array)
40 F3\UtilityMeterReconciliation\Controller\File\FileController_AOPProxy_Development::FLOW3_AOP_Proxy_invokeJoinPoint(F3\FLOW3\AOP\JoinPoint)
39 F3\FLOW3\AOP\Advice\AdviceChain::proceed(F3\FLOW3\AOP\JoinPoint)
38 F3\FLOW3\Security\Aspect\PolicyEnforcementAspect::enforcePolicy(F3\FLOW3\AOP\JoinPoint)
37 F3\FLOW3\AOP\Advice\AroundAdvice::invoke(F3\FLOW3\AOP\JoinPoint)
36 F3\FLOW3\AOP\Advice\AdviceChain::proceed(F3\FLOW3\AOP\JoinPoint)
35 F3\UtilityMeterReconciliation\Controller\File\FileController_AOPProxy_Development::parseAction(F3\UtilityMeterReconciliation\Domain\Model\File_AOPProxy_Development)
34 call_user_func_array(array, array)
33 F3\FLOW3\MVC\Controller\ActionController::callActionMethod()
32 F3\UtilityMeterReconciliation\Controller\File\FileController_AOPProxy_Development::callActionMethod()
31 call_user_func_array(array, array)
30 F3\UtilityMeterReconciliation\Controller\File\FileController_AOPProxy_Development::FLOW3_AOP_Proxy_invokeJoinPoint(F3\FLOW3\AOP\JoinPoint)
29 F3\FLOW3\AOP\Advice\AdviceChain::proceed(F3\FLOW3\AOP\JoinPoint)
28 F3\FLOW3\Security\Aspect\PolicyEnforcementAspect::enforcePolicy(F3\FLOW3\AOP\JoinPoint)
27 F3\FLOW3\AOP\Advice\AroundAdvice::invoke(F3\FLOW3\AOP\JoinPoint)
26 F3\FLOW3\AOP\Advice\AdviceChain::proceed(F3\FLOW3\AOP\JoinPoint)
25 F3\UtilityMeterReconciliation\Controller\File\FileController_AOPProxy_Development::callActionMethod()
24 F3\FLOW3\MVC\Controller\ActionController::processRequest(F3\FLOW3\MVC\Web\Request, F3\FLOW3\MVC\Web\Response)
23 F3\UtilityMeterReconciliation\Controller\File\FileController_AOPProxy_Development::processRequest(F3\FLOW3\MVC\Web\Request, F3\FLOW3\MVC\Web\Response)
22 call_user_func_array(array, array)
21 F3\UtilityMeterReconciliation\Controller\File\FileController_AOPProxy_Development::FLOW3_AOP_Proxy_invokeJoinPoint(F3\FLOW3\AOP\JoinPoint)
20 F3\FLOW3\AOP\Advice\AdviceChain::proceed(F3\FLOW3\AOP\JoinPoint)
19 F3\FLOW3\Security\Aspect\PolicyEnforcementAspect::enforcePolicy(F3\FLOW3\AOP\JoinPoint)
18 F3\FLOW3\AOP\Advice\AroundAdvice::invoke(F3\FLOW3\AOP\JoinPoint)
17 F3\FLOW3\AOP\Advice\AdviceChain::proceed(F3\FLOW3\AOP\JoinPoint)
16 F3\UtilityMeterReconciliation\Controller\File\FileController_AOPProxy_Development::processRequest(F3\FLOW3\MVC\Web\Request, F3\FLOW3\MVC\Web\Response)
15 F3\FLOW3\MVC\Dispatcher::dispatch(F3\FLOW3\MVC\Web\Request, F3\FLOW3\MVC\Web\Response)
14 F3\FLOW3\MVC\Dispatcher_AOPProxy_Development::dispatch(F3\FLOW3\MVC\Web\Request, F3\FLOW3\MVC\Web\Response)
13 call_user_func_array(array, array)
12 F3\FLOW3\MVC\Dispatcher_AOPProxy_Development::FLOW3_AOP_Proxy_invokeJoinPoint(F3\FLOW3\AOP\JoinPoint)
11 F3\FLOW3\AOP\Advice\AdviceChain::proceed(F3\FLOW3\AOP\JoinPoint)
10 F3\FLOW3\Security\Aspect\RequestDispatchingAspect::blockIllegalRequestsAndForwardToAuthenticationEntryPoints(F3\FLOW3\AOP\JoinPoint)
9 F3\FLOW3\AOP\Advice\AroundAdvice::invoke(F3\FLOW3\AOP\JoinPoint)
8 F3\FLOW3\AOP\Advice\AdviceChain::proceed(F3\FLOW3\AOP\JoinPoint)
7 F3\FLOW3\Security\Aspect\RequestDispatchingAspect::initializeSecurity(F3\FLOW3\AOP\JoinPoint)
6 F3\FLOW3\AOP\Advice\AroundAdvice::invoke(F3\FLOW3\AOP\JoinPoint)
5 F3\FLOW3\AOP\Advice\AdviceChain::proceed(F3\FLOW3\AOP\JoinPoint)
4 F3\FLOW3\MVC\Dispatcher_AOPProxy_Development::dispatch(F3\FLOW3\MVC\Web\Request, F3\FLOW3\MVC\Web\Response)
3 F3\FLOW3\MVC\Web\RequestHandler::handleRequest()
2 F3\FLOW3\Core\Bootstrap::run()
1 require(""/home/foobar/FLOW3-git/FLOW3/Packages/Framework/FLOW3/Scripts/FLOW3.php"")"
12442,TYPO3.Fluid,Feature,"",Resolved,Could have,Provide format.json ViewHelper,Kevin Ulrich Moschallski,"",2012-05-22 20:38,ViewHelpers,1.1,2011-01-21,"","",100,2011-01-21 09:48,"","",2593500,"","","Hi,

i suggest to add type json to the escape viewhelper.

Sometime you want to render json output with fluid and not with an own json view. The problem is that fluid also uses json like syntax, so if you want to add an object to a json string you run into a problem.

Imagine adding a link with the link viewhelper. It returns a sting with double quotes which need to be escaped for json.

I simply added type json to the escape viewhelper which returns the $value json_encode()'ed.

Tell me what you think.

Regards,
Kevin"
12502,TYPO3.Fluid,Feature,"",Resolved,Should have,translate viewhelper should have optional parameter extensionName,Georg Ringer,"",2012-05-07 05:01,ViewHelpers,"",2011-01-24,"","",100,2011-01-24 09:18,"","",2593450,"","","The translate view helper works great bug would be even better if it would be possible to add the extensionName as argument.

examples:
1) Using a standalone view with Tx_Fluid_View_StandaloneView makes it impossible to work with translationViewHelper without duplicating translations

2) using example #1 can sometimes lead to have no extensionName available, therefore no translation can ever happen

3) having many extension in one project but very often the same translations leads to the problem having duplicate keys.

[pending in v4mvc list]"
12612,TYPO3.Flow,Task,Task #11954: Check the current status of i18n / L10n,Resolved,Should have,Create a JavaScript localization provider / caching / service class,Rens Admiraal,Rens Admiraal,2011-12-15 11:37,"",1.0 beta 1,"","",0.00,100,2011-01-28 07:07,"","",75650,0.00,"",""
12777,TYPO3.Fluid,Bug,"",Resolved,Must have,Empty a tag ends with /> instead of </a>,Xavier Perseguers,Sebastian Kurfuerst,2011-05-06 09:35,ViewHelpers,1.0 beta 1,2011-02-04,"","",100,2011-02-04 08:50,"","",2593400,"","","When creating a link with no content, the result tag is

<a href=""http:///""/>

instead of

<a href=""http:///""></a>

or even better (if no url is provided):

<a href=""""></a>"
12862,TYPO3 Flow Base Distribution,Story,"",Resolved,Should have,"As Roger, I want a clean Property Mapper",Sebastian Kurfuerst,Sebastian Kurfuerst,2011-05-06 03:29,"",1.0 beta 1,"","","",67,2011-02-08 03:11,"","",1766250,0.00,"","{{>toc}}

h2. Goal

*The property mapper maps simple types to Objects*. (Hence, we (for now) drop the Object to Object support, although this could be added later)

*The Property Mapper maps all values present in $source to $target (or a subset thereof)* (right now, it requires a list of properties to be mapped, and if $source[$propertyName] does not exist, an error is thrown)

* We try to strip down the Property Mapper, and make it extensible instead.

h2. Wanted Features

* Support for Object Converters:
** array / ArrayObject / SplObjectStorage
** DateTime use case
** File Upload (Resource objects)
* Partial Validation should be supported
* Property Merging should be supported (pass in existing object as base-object)
* Better error handling in case target property is not found (right now, NULL returned)
* Mapping should be configurable
* Secure by default

h2. Basic Interface

<pre><code class=""php"">
map(mixed $source, string $targetType, PropertyMappingConfigurationInterface $propertyMappingConfiguration = NULL)
</code></pre>

* @$source@ can be:
** all simple values (integer, string, ...)
** ARRAY
** an Object implementing @ArrayAccess@
** *We will drop support for arbitary objects through @ObjectAccess::isPropertyGettable@* (for now)
** else EXCEPTION

* @$target@ is the classname on which the value should be mapped to (or a simple type)

Pseudocode:
<pre><code class=""php"">
map(...) {
	if ($propertyMappingConfiguration === NULL) {
		$propertyMappingConfiguration = $this->buildDefaultPropertyMappingConfiguration();
	}
	$propertyMappingConfiguration->setTargetType($targetType); // Just a convenience shorthand method
	$this->doMapping(....);
}

protected function doMapping(mixed $source, $propertyMappingConfiguration) {
	$typeConverter = $this->somehowDetermineTypeConverter(); // TODO, see below
	
	$object = $typeConverter->convertFrom($source, $propertyMappingConfiguration);
	
	foreach ($typeConverter->getPropertyNames($source) as $sourcePropertyName) {
		$targetPropertyName = $propertyMappingConfiguration->getTargetPropertyName($sourcePropertyName);
		if (!$propertyMappingConfiguration->shouldMap($targetPropertyName)) continue;

		$mappedPropertyValue = $this->doMapping($source[$sourcePropertyName], $propertyMappingConfiguration->getConfigurationFor($targetPropertyName));
		
		$typeConverter->setResultInTarget($target, $targetPropertyName, $mappedPropertyValue);
	}
	return $object;
}
</code></pre>

* The property mapper only *delegates* the actual mapping to *Type Converters*.
* Type converters expose the following information:
** Applicable source types
** The target type the converter can convert to
** A priority
* The used type converter is determined as follows:
** If a TypeConverter is set inside the current @propertyMappingConfiguration@, this one is taken.
** Else, we do the following:
<pre><code class=""php"">
$typeConvertersWhichCanHandleSourceType = // first, we pick all TypeConverters
		// which can handle $sourceType, and put it into an
		// associative array where KEY is the target class name of the converter
$classNamesInInheritanceHierarchy = // $targetType combined with all superclasses
		// and interfaces, ordered from the inside out (so the $targetType
		// is the first element in the list)

foreach ($classNamesInInheritanceHierarchy as $singleTargetClassName) {
	if (isset($typeConvertersWhichCanHandleSourceType[$singleTargetClassName])) {
		return the type converter from $typeConvertersWhichCanHandleSourceType[$singleTargetClassName] with highest priority
	}
}
// Exception if no type converter found
</code></pre>

* Type Converters have to adhere to the following interface:
<pre><code class=""php"">
public function convertFrom($source, $propertyMappingConfiguration);
public function getPropertyNames($source);
public function setMappingResultInTarget($target, $propertyName, $mappingResult);
</code></pre>

* In case a type converter does *not* want to handle a certain element (for whatever reason), he can throw an @DontWantToHandleThisInputException@ inside @convertFrom@. Then, the next Type converter according to the above rules is taken.

* Furthermore, the Property Mapper *can handle renaming of properties*, see the method @getTargetPropertyName@ in the @PropertyMappingConfigurationInterface@

h2. PropertyMappingConfiguration

<pre><code class=""php"">
interface PropertyMappingConfigurationInterface {
	
	/**
	 * @return string
	 */
	public function getTargetType();
	
	
	/**
	 * @return TRUE if the given propertyName should be mapped
	 */
	public function shouldMap($propertyName);
	
	/**
	 * @return PropertyMappingConfigurationInterface the property mapping configuration for the given PropertyName.
	 */
	public function getConfigurationFor($propertyName);
	
	/**
	 * @return string property name of target; can be used to rename properties from source to target.
	 */
	public function getTargetPropertyName($sourcePropertyName);
	
	/**
	 * @return mixed configuration value for the specific $typeConverterClassName. Can be used by Type Converters to fetch converter-specific configuration
	 */
	public function getConfigurationValue($typeConverterClassName, $key);
}
</code></pre>

This interface will have an implementing class ""PropertyMappingConfiguration"", looking like the following:

<pre><code class=""php"">
class PropertyMappingConfiguration implements PropertyMappingConfigurationInterface {
	public function setTargetType($type);
	public function setMapping($sourcePropertyName, $targetPropertyName);
	public function setConfigurationValue($typeConverter, $key, $value);
	
	/**
	 * Returns the default configuration for all sub-objects, ready to be modified
	 */
	public function defaultSubConfiguration();
	
	/**
	 * Returns the configuration for the specific property path, ready to be modified
	 */
	public function at($propertyPath);
	
}
</code></pre>

This API can then be used as follows:

* To globally disable the modification of entities by the property mapper:
 <pre><code class=""php"">$propertyMappingConfiguration->setConfigurationValue('F3....\EntityConverter', 'modificationAllowed', FALSE);</code></pre>
* To disable the modification of sub-entities of the root element:
 <pre><code class=""php"">$propertyMappingConfiguration->defaultSubConfiguration()->setConfigurationValue('F3....\EntityConverter', 'modificationAllowed', FALSE);</code></pre>
* To enable the creation of sub-objects inside a certain element:
 <pre><code class=""php"">$propertyMappingConfiguration->at('subobject1.subsubobject2')->setConfigurationValue('F3....\EntityConverter', 'creationAllowed', TRUE);</code></pre>

Furthermore, there will be a subclass @ControllerPropertyMappingConfiguration@, which has some convenience methods implemented such that people can program against a type-safe API:

<pre><code class=""php"">
class ControllerPropertyMappingConfiguration extends PropertyMappingConfiguration {
	public function allowCreationOfSubObjectsAt($position) {
		$this->at($position)->setConfigurationValue('F3....\EntityConverter', 'creationAllowed', TRUE);
	}
	public function allowModificationOfSubObjectsAt($position) {
		$this->at($position)->setConfigurationValue('F3....\EntityConverter', 'modificationAllowed', TRUE);
	}
}
</code></pre>

h2. Default Property Mapping Configuration

* The default property mapping configuration for the *top level* should configure the @Entity Type Converter@ to *modify* and *create new* objects
* The property mapping configuration further down the hierarchy should configure the @Entity Type Converter@ to *not modify* and *not create* objects.
* The above two things are safety precautions for the user.
* This boils down to the following code:

<pre><code class=""php"">
 $propertyMappingConfiguration->setConfigurationValue('F3....\EntityConverter', 'modificationAllowed', TRUE);
 $propertyMappingConfiguration->defaultSubConfiguration()->setConfigurationValue('F3....\EntityConverter', 'modificationAllowed', FALSE);
</code></pre>

h2. Type Converter examples

Here follow some examples of type converters, to see the concept more easily:

h3. Entity Type Converter

* *Input Type*: String and Array
* *Output Type*: Object
* *Priority*: low

<pre><code class=""php"">
public function convertFrom($source, $propertyMappingConfiguration) {
	if (is_string($source)) {
		if (/* is UUID */) {
			// create and return object
		} else {
			// Exception
		}
	}
	
	if (isset($source['__identity'])) {
		$target = // fetch from persistence
		if (count($source) > 1) {
			if ($propertyMappingConfiguration->getConfigurationValue('F3\....\EntityConverter', 'modificationAllowed') !== TRUE) {
				// throw exception
			}
			$target = clone $target;
		}
	} else {
		if ($propertyMappingConfiguration->getConfigurationValue('F3\....\EntityConverter', 'creationAllowed') !== TRUE) {
			// throw exception
		}
		$target = // new
	}
	
	return $target;
}

public function getPropertyNames($source) {
        if (is_string($source)) return array();
        return all $source property names, *except* __identity;
}

public function setMappingResultInTarget($target, $propertyName, $mappingResult) {
        // Set Property through Object Access
}
</code></pre>

h3. Date Type Converter

* *Input Type*: String and Array
* *Output Type*: DateTime
* *Priority*: low

<pre><code class=""php"">
public function convertFrom($source, $propertyMappingConfiguration) {
    new DateTime($source); // or more advanced...
};
public function getPropertyNames() {
    return array();
}
public function setMappingResultInTarget($target, $propertyName, $mappingResult) {
	// empty, as it is never called
}
</code></pre>

h3. SplObjectStorage/ArrayCollection Type Converter

* *Input Type*: Array
* *Output Type*: SplObjectStorage
* *Priority*: low

<pre><code class=""php"">
public function convertFrom($source, $propertyMappingConfiguration) {
    return new \SplObjectStorage();
};
public function getPropertyNames($source) {
    return array_keys($source);
}

public function setMappingResultInTarget($target, $propertyName, $mappingResult) {
    $target->attach($value);
}
</code></pre>

h2. Error Handling

* Instead of outputting human-readable error messages, the property mapper will throw *exceptions* in case of errors. For things like mandatory properties, specific validators should be used.

h2. Validation / Partial Validation

* The property mapper will *not* execute any validators for the given objects.
* However, it should return a list of mapped properties. This list can be used later, such that the ObjectValidator only needs to validate changed properties.

h2. Naming

*Object Converters will be superseded by this concept, and thrown away.*

*We suggest to change the naming in the following way:*

* PropertyMapper -> TypeMapper / ObjectMapper?
* Object Converter -> Type Converter

h2. Further work

* This concept could be extended lateron to work with *arbitrary* input objects, not just simple types. However, one would then need a way to deal with object inheritance hierarchies on the source side as well.
* Extend the concept such that Half-ready objects as $target are also supported; but we would use an explicit new API function for this:
<pre><code class=""php"">
merge(mixed $source, object $targetObject, PropertyMappingConfigurationInterface $propertyMappingConfiguration = NULL)
</code></pre>"
12863,TYPO3.Fluid,Bug,"",New,Should have,Attributes of a viewhelper can't contain a '-',Georg Ringer,Sebastian Kurfuerst,2011-10-21 07:37,Core,"",2011-02-08,"","",0,2011-02-08 03:25,"","",2593350,"",FLOW3 1.0.0,"It seems that a '-' in the key of an attribute destroys everything

example of viewhelper
<pre>
<f:for each=""{wallpapers}"" as=""wallpaper"">
<w:download allow-Upscaling=""1"" src=""uploads/tx_wallpaper/{wallpaper.image}"">1920 x 1200</w:download><br />
</f:for>
</pre>

gives the error
<pre>
Templating tags not properly nested. Expected: Tx_Fluid_ViewHelpers_ForViewHelper; Actual: Tx_Wallpaper_ViewHelpers_DownloadViewHelper
</pre>

2 possible solutions (IMHO):
- Allow the '-'
- Define allowed chars (a-z,0-9) and throw a correct exception"
12917,TYPO3.Flow,Bug,"",Rejected,Must have,Access denied by using the HashService Setter injection,Julian Kleinhans,Robert Lemke,2011-09-09 08:17,Security,1.0 beta 2,2011-02-09,"","",0,2011-02-09 16:43,"","",1810500,"","","[See https://review.typo3.org/#change,699]

If i use the HashService Setter injection in a protected area as a loggedin user i became an ""Access denied""

this is my Policy.yaml

<pre>
resources:
  methods:
    F3_Tutorials_RestrictedAdminArea: 'class(F3\Tutorials\Controller\Admin\.*)'
roles:
  Administrator: []
acls:
  Administrator:
    methods:
      F3_Tutorials_RestrictedAdminArea: GRANT
</pre>

in the Controller\Admin i used a setter injection for the HashService.

<pre>
public function injectHashService(\F3\FLOW3\Security\Cryptography\HashService $hashService) {
  $this->hashService = $hashService;
}
</pre>

and with this method in my code i become the ""Access denied"" page.. my logs:

<pre>
Successfully re-authenticated tokens for account ""test1"" [logged in F3\FLOW3\Security\Aspect\LoggingAspect::logManagerAuthenticate()]

Access denied (0 denied, 0 granted, 1 abstained) to method F3\Tutorials\Controller\Admin\AccountController::injectHashService(). [logged in F3\FLOW3\Security\Aspect\LoggingAspect::logJoinPointAccessDecisions()]
</pre>

if i used the property injection
<pre>

/**
* @inject
* @var \F3\FLOW3\Security\Cryptography\HashService
*/
protected $hashService;
</pre>

it works without problems.. only with the setter injection There is NO other ACL in a policy.yaml"
12953,TYPO3.Kickstart,Bug,"",Closed,Must have,Missing '?>' in 2 Files causes ./flow3 kickstart to crash,Regine Rosewich,Karsten Dambekalns,2011-07-06 10:02,"","",2011-02-10,"","",0,2011-02-10 11:37,"","",2740150,"","","There are two files:
/FLOW3/Packages/Framework/FLOW3/Classes/Resource/Resource.php
/FLOW3/Packages/Framework/Resources/Private/Configuration/Yaml/Loader.php
where the '?>' misses at the end.

This causes either an PHP error saying that a '}' is unnecessary in the specific file or saying that PHP has not enough memory."
