#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Affected Flow version,Description
39661,TYPO3.Flow,Feature,"",Closed,Should have,It should be Possible to change Annotations through Objects.yaml,Marc Neuhaus,Marc Neuhaus,2012-08-10 05:53,"","",2012-08-09,"","",0,2012-08-09 12:20,"","",744750,"","",""
39674,TYPO3.Flow,Bug,"",New,Should have,\TYPO3\FLOW3\var_dump behaves weird in controller actions doing return,Adrian Föder,"",2012-08-10 04:09,MVC,"",2012-08-10,"","",0,2012-08-10 04:02,"","",745400,"",(any),"doing this:
<pre><code class=""php"">
	public function indexAction() {
		\TYPO3\FLOW3\var_dump('vardump.');

		return 'I am a return.';
	}
</code></pre>

results in a frontend (browser, response) output like this:

<pre><code class=""html"">
<link rel=""sty
</code></pre>

funnily, the amount of characters being actually outputted correlates with the output length of the return; so

<pre>
return 'f' . str_repeat('o', 30);
</pre>
results in 
<pre>
 <link rel=""stylesheet"" type=""te
(1234567890123456789012345678901) => 31 chars
</pre>
</pre>"
39681,TYPO3.Flow,Bug,"",Resolved,Should have,Warning about property injection not being autowired in functional test,Karsten Dambekalns,Karsten Dambekalns,2012-08-10 05:36,- Testing -,1.1,2012-08-10,"","",100,2012-08-10 05:22,"","",745750,"",FLOW3 1.1.0 rc 2,"The @DependencyInjectionTest@ testcase has a test called @injectionInParentClassIsDoneOnlyOnceOnCreationOfObject@, leading to FLOW3 trying to use the inject method for the property  ""ionInParentClassIsDoneOnlyOnceOnCreationOfObject""?"
39682,TYPO3.Fluid,Feature,"",Rejected,Could have,Disregegard { as Fluid variable when followed by a white space,Adrian Föder,"",2013-07-17 06:05,Core,"",2012-08-10,"","",0,2012-08-10 05:26,"","",745800,"","","This is a reopen of an issue I had long time ago, so, long story short:

There's still the need for some CDATA wrapping when it comes to Javascript object notation, ie curly braces in JavaScript sections.

A great advantage, without much drawback, would be to disregard occurrences of braces that are followed by a white space, a tab or a newline. this means, 

<pre>
{f:this(is: 'a valid, regarded fluid variable'}
{so.is.thisVariant}
whereas
{ that: 'is an open brace followed by a whitespace, hence not a fluid variable'}
</pre>

this maybe could be extended with every character not being \w or so, resulting in
<pre>
{""alsoThis"": ""won't be fluid""}
</pre>

Forcing Fluid syntax do directly follow the opening paranthese is legit in my opinion, you can still do
<pre>
{f:if(
  condition: 'thisthat',
  then: 'foo',
  else: 'bar'
)};
</pre>

in MySQL, for example, it's also required to make an open bracket follow the function name immediately: @MAX(  5,  2)@ works, while @MAX (5,2)@ won't.
"
39699,TYPO3.Flow,Bug,"",Accepted,Should have,SQL DDL for TYPO3\FLOW3\Cache\Backend\PdoBackend,Pablo Delgado,Karsten Dambekalns,2012-12-13 06:35,Cache,"",2012-08-11,"","",0,2012-08-10 20:49,"","",746650,"",Git master,"I could not find any example or script that helped create the tables needed to use TYPO3\FLOW3\Cache\Backend\PdoBackend.
It would be nice if the Backed could generate the tables needed during the execution of *flow3:cache:warmup* or at the vary least example DDL script that developers can use to generate the tables needed.

Here is the DDL for PostgreSQL (It may work for MYSQL with no changes)
<pre>
create table cache (
""identifier"" varchar primary key, ""context"" varchar, ""cache"" text, ""created"" int, ""lifetime"" int, ""content"" varchar);

create table tags (
""identifier""varchar primary key, ""context"" varchar, ""cache"" text, ""tag"" varchar);
</pre>"
39714,TYPO3.Flow,Task,"",Resolved,Should have,Validate emailaddresses by  filter_var(),Markus Günther,Markus Günther,2012-08-14 04:35,Validation,2.0 beta 1,2012-08-12,"","",100,2012-08-12 04:50,"","",747400,"","","We have had an issue in the extbase issue tracker (#6970) for simplify the email validator in extbase.

Actually the exbase and FLOW3 email validator is codewise the same. Because we wanna stay in sync with FLOW3, i suggest to use filter_var also in FLOW3 for validating the email addresses.

In extbase we could use an TYPO3 core function for that, so we have to port this codewise to FLOW3 or we renounce the idna converter and only use the filter_var function and the php workaround for version lower than 5.3.4."
39740,TYPO3.Flow,Feature,"",Closed,Should have,Allow setting fixed values for route parts,Andreas Wolf,Bastian Waidelich,2013-06-12 11:14,MVC - Routing,"",2012-08-12,"","",0,2012-08-12 16:41,"","",748700,"","","In some situations, it is desirable to have routes that are only applied to certain sets of parameters, e.g. to have some subpackage in a completely different URI namespace:

<code>
api/v1/<controller>/<action> -> package MyPackage, subpackage Api
<controller>/<action> -> package MyPackage
</code>

You could of course use the @{@subpackage}@ key in the route URI here:

<code>
{@subpackage}/v1/{@controller}/{@action}
</code>

But as soon as you add a second subpackage, this will fail, because both subpackages would be matched by this route.

Setting ""api"" as the default value of %@subpackage% would also fail here, as all requests with a controller and an action would be matched by this route then, leading to errors for controllers that do not exist in the Api subpackage.

A solution for this is to allow fixed values for route parts, which are both

# matched when building the URI (so the route does not match if the @$routeValues@ array passed to @resolves()@ does not contain these fixed values)
# reconstructed when the URI is matched against the pattern (so they are available when resolving the controller and action)

I propose to add these fixed values to the routeParts array in the configuration, either as a simple value for the route part name or as the value of the ""value"" subkey:

<pre>
<code class=""yaml"">
-
  name: ""option A: fixed value as value of the route part name""
  uriPattern: ""api/v1/{@controller}/{@action}""
  routeParts:
    '@package':    'MyPackage'
    '@subpackage': 'Api'

-

  name: ""option B: fixed value in the 'value' key""
  uriPattern: ""api/v1/{@controller}/{@action}""
  routeParts:
    '@package':    
      value:     'MyPackage'
    '@subpackage':
      value:     'Api'
</code>
</pre>

I have implemented option A locally and will provide a patch after ironing out some glitches."
39788,TYPO3.Flow,Feature,"",New,Could have,RFC: Repository based NotExistsValidator,Alexander Berl,"",2012-08-14 10:14,Validation,"",2012-08-14,"","",0,2012-08-13 19:16,"","",750900,"","","A very basic requirement for most registration formulars is to validate that a given registration information does not yet exist in the persistence backend (e.g. a user with an specific e-mail may only exist once).

For my current project I therefore already implemented a NotExistsValidator, which checks existence of an object with the given property value through the domain models repository.

The property and repository class can be given in the validator annotation, but since it is redundance to annotate for example an *$email* property on a *User model* with <code>{property=""email"",repository=""\Foo\Bar\Domain\Repository\UserRepository""}</code> I also added an automatism to resolve those.
Therefore the *$targetClassName* and *$classPropertyName* get injected into the validator options as ""__property"" and ""__className"" in the ValidatorResolver.
Hence, this makes all Validators generally aware of the current class/property they are invoked on, which might open up a few more possibilities for validators.


Well, I'll talk straight code here to show the basic idea of the validator itself:

<pre format=""php"">

/**
 * Validator to check if an object does not exist in a repository
 *
 * @api
 */
class NotExistsValidator extends \TYPO3\FLOW3\Validation\Validator\AbstractValidator {

	/**
	 * @var \TYPO3\FLOW3\Object\ObjectManager
	 * @FLOW3\Inject
	 */
	protected $objectManager;

	/**
	 * Checks if the given value does not exist in a specified repository.
	 *
	 * @param mixed $value The value that should be validated
	 * @param array $validationOptions Not used
	 * @return void
	 * @api
	 */
	protected function isValid($value) {
		if (!isset($this->options['repository'])) {
			$possibleRepositoryClassName = $this->options['__className'];
			if (strpos($possibleRepositoryClassName, '\\Model\\') !== FALSE) {
				$possibleRepositoryClassName = str_replace('\\Model\\', '\\Repository\\', $possibleRepositoryClassName) . 'Repository';
				$repository = $this->objectManager->get($possibleRepositoryClassName);
			} else {
				throw new \TYPO3\FLOW3\Validation\Exception\InvalidValidationOptionsException('The ""repository"" option must be set in NotExistsValidator when not used on a Domain Model.', 1281454154);
			}
		} elseif (is_string($this->options['repository'])) {
			$repository = $this->objectManager->get($this->options['repository']);
		} elseif ($this->options['repository'] instanceof \TYPO3\FLOW3\Persistence\Repository) {
			$repository = $this->options['repository'];
		} else {
			throw new \TYPO3\FLOW3\Validation\Exception\InvalidValidationOptionsException('The ""repository"" option can be only set to string, or Repository object.', 1281454155);
		}

		if (!$repository instanceof \TYPO3\FLOW3\Persistence\RepositoryInterface) {
			throw new \TYPO3\FLOW3\Validation\Exception\InvalidValidationOptionsException('The repository for class ""' . $this->options['__className'] . '"" could not be found in NotExistsValidator.', 1281454155);
		}

		$property = $this->options['__property'];
		$countBy = 'countBy' . $property;
		$count = $repository->$countBy($value);
		if ($count > 0) {
			$this->addError('The object exists in the repository.', 1281454156);
		}
	}
}
</pre>

What do you think? Would this make sense for an validator shipped with flow3?"
39790,TYPO3.Kickstart,Feature,"",New,Should have,Allow forward slashes where backslashes need to be specified,Robert Lemke,"",2012-08-14 03:28,"","",2012-08-14,"","",0,2012-08-14 03:28,"","",751000,"","","Typing backslashes on the command line is cumbersome because each of them needs to be escaped with an additional backslash. Therefore it would be convenient if the kickstarter would allow forward slashes as well and convert them to backslashes internally.

This should be implemented especially for the kickstart:model command (property types are often class names) but may apply to other commands as well."
39791,TYPO3.Flow,Bug,"",New,Must have,Reflection data of old aspect is not removed,Robert Lemke,"",2013-08-14 09:40,Reflection,1.1.1,2012-08-14,"","",0,2012-08-14 03:45,"","",751050,"",Git master,"The reflection data of a removed aspect is not removed by the file monitoring / reflection framework.

Steps to reproduce:

# create something which can be advised, for example a command controller with a command
# create a new aspect which advises that command, for example with an around advice
# check that this advice works
# rename the aspect class and the class file name
# run the advised command again

Expected result:
<pre>
Uncaught Exception
  Warning: Invalid argument supplied for foreach() in Packages/Framework/TYPO3.FLOW3/Classes/Aop/Builder/ProxyClassBuilder.php
  line 315
</pre>

The reason for the error message is that the *old* aspect class name is passed to buildAspectContainer() which tries to get the class methods but, as the class does not exist anymore, continues working with an invalid result.

It doesn't seem to be the fault of the file monitoring, because the file monitor does detect the change as you can see in the log file:
<pre>
12-08-14 09:39:12 4799       INFO      FLOW3                Aspect classes have been modified, flushing the whole proxy classes cache.
12-08-14 09:39:12 4799       INFO      FLOW3                File Monitor ""FLOW3_ClassFiles"" detected 1 changed files and 0 changed directories.
12-08-14 09:39:12 4799       DEBUG     FLOW3                Reflected class names did not match class names to reflect
12-08-14 09:39:12 4799       DEBUG     FLOW3                Reflecting class Acme\Demo\Test2Aspect
12-08-14 09:39:12 4799       INFO      FLOW3                Reflected 1 emerged classes.
</pre>
"
39792,TYPO3.Flow,Feature,"",Resolved,Should have,Implement support for localized resources,Robert Lemke,Karsten Dambekalns,2012-12-10 07:12,I18n,2.0 beta 1,2012-08-14,"","",100,2012-08-14 03:54,"","",751100,"","","The feature of localized is already documented in The Definitive Guide (sic!) but not yet implemented:

<pre>
The ``ResourceViewHelper`` will by default use locale-specific versions of any resources
you ask for. If you want to avoid that you can disable that:

  {f:uri.resource(path: 'header.png', localize: 0)}
</pre>

"
39836,TYPO3.Flow,Feature,"",Resolved,Must have,Finish implementation of cookie support,Robert Lemke,Robert Lemke,2012-08-17 02:35,Http,1.1,2012-08-15,"","",100,2012-08-15 10:31,"","",753300,"","",The cookie support in HTTP Request / Response is not working because the implementation is incomplete.
39837,TYPO3.Flow,Feature,"",Resolved,Should have,Make WebRedirect EntryPoint less Routing dependent,Bastian Waidelich,Bastian Waidelich,2012-08-29 12:35,Security,2.0 beta 1,2012-08-15,"","",100,2012-08-15 11:03,"","",753350,"","","The WebRedirect currently expects an option *uri* that points to a relative or absolute URI to redirect when trying to access a protected action.

Instead it should be possible to specify *route values* so that the Routing framework can determine the correct target URI depending on the Routes.yaml configuration."
39839,TYPO3.Flow,Feature,"",Resolved,Should have,Provide abstract authentication controller,Bastian Waidelich,Andreas Förthner,2012-09-19 03:18,Security,2.0 beta 1,2012-08-15,"","",100,2012-08-15 11:14,"","",753450,"","","FLOW3 already comes with an Authentication Controller that even supports redirection to the intercepted request after successful authentication (if a WebRedirect EntryPoint was configured).

We should provide an abstract base class that developers can extend from in their own packages.
The API could be s.th. like

<pre>
<code class=""php"">
abstract class AbstractAuthenticationController extends \TYPO3\FLOW3\Mvc\Controller\ActionController {

public function indexAction();

final public function authenticateAction();

public function logoutAction();

abstract protected function onSuccessfulAuthentication(\TYPO3\FLOW3\Mvc\ActionRequest $interceptedRequest);

abstract protected function onErroneousAuthentication();

}
</code>
</pre>"
39855,TYPO3.Flow,Bug,"",Closed,-- undefined --,[Windows / VM] FLOW3 symlink error during TYPO3 Phoenix FLOW3 compile,Frank Gerards,Frank Gerards,2013-08-14 10:08,"","",2012-08-16,"","",0,2012-08-16 07:22,"","",754250,"",(any),"Hi,

I use a Debian VM under Windows 7 to develop websites using ZendStudio under Windows. The sources are located in Windows and the document root of the vm apache webserver points to the shared windows path. This is done via VirtualBox Addons. As a result, this is a read-only file system and symlinks are not supported.

Badly, FLOW3/Phoenix report this error. I assume that quite an amount of professional, enterprise-oriented companies develop live-server-near with VMs and under Windows. So this error stops all tries of installing FLOW3 under this circumstances. To my opinion, there has to be a work-around because you cannot be sure, that symlinks work under each environment FLOW3 will be set up. How could this be solved ?

The complete warning is:
<pre>
Warning: symlink() [<a href='function.symlink'>function.symlink</a>]: Read-only file system in /media/sf_local_dev/phoenix/Data/Temporary/Development/Cache/Code/FLOW3_Object_Classes/TYPO3_FLOW3_Resource_Publishing_FileSystemPublishingTarget_Original.php line 116
21 TYPO3\FLOW3\Error\ErrorHandler::handleError(2, ""symlink() [&lt;a href='function.symlink'&gt;function.symlink&lt;/a&gt;]: Read-only file system"", ""/media/sf_local_dev/phoenix/Data/Temporary/Develop?Publishing_FileSystemPublishingTarget_Original.php"", 116, array)

20 symlink(""/media/sf_local_dev/phoenix/Packages/Application/Aloha/Resources/Public"", ""/media/sf_local_dev/phoenix/Web/_Resources/Static/Packages/Aloha"")

19 TYPO3\FLOW3\Resource\Publishing\FileSystemPublishingTarget_Original::publishStaticResources(""/media/sf_local_dev/phoenix/Packages/Application/Aloha/Resources/Public/"", ""Packages/Aloha/"")

18 TYPO3\FLOW3\Resource\Publishing\ResourcePublisher_Original::publishStaticResources(""/media/sf_local_dev/phoenix/Packages/Application/Aloha/Resources/Public/"", ""Packages/Aloha/"")

17 TYPO3\FLOW3\Resource\ResourceManager_Original::publishPublicPackageResources(array)

16 TYPO3\FLOW3\Core\Booting\Scripts::initializeResources(TYPO3\FLOW3\Core\Bootstrap)

15 call_user_func(array, TYPO3\FLOW3\Core\Bootstrap)

14 TYPO3\FLOW3\Core\Booting\Step::__invoke(TYPO3\FLOW3\Core\Bootstrap)

13 TYPO3\FLOW3\Core\Booting\Sequence::invokeStep(TYPO3\FLOW3\Core\Booting\Step, TYPO3\FLOW3\Core\Bootstrap)

12 TYPO3\FLOW3\Core\Booting\Sequence::invokeStep(TYPO3\FLOW3\Core\Booting\Step, TYPO3\FLOW3\Core\Bootstrap)

11 TYPO3\FLOW3\Core\Booting\Sequence::invokeStep(TYPO3\FLOW3\Core\Booting\Step, TYPO3\FLOW3\Core\Bootstrap)

10 TYPO3\FLOW3\Core\Booting\Sequence::invokeStep(TYPO3\FLOW3\Core\Booting\Step, TYPO3\FLOW3\Core\Bootstrap)

9 TYPO3\FLOW3\Core\Booting\Sequence::invokeStep(TYPO3\FLOW3\Core\Booting\Step, TYPO3\FLOW3\Core\Bootstrap)

8 TYPO3\FLOW3\Core\Booting\Sequence::invokeStep(TYPO3\FLOW3\Core\Booting\Step, TYPO3\FLOW3\Core\Bootstrap)

7 TYPO3\FLOW3\Core\Booting\Sequence::invokeStep(TYPO3\FLOW3\Core\Booting\Step, TYPO3\FLOW3\Core\Bootstrap)

6 TYPO3\FLOW3\Core\Booting\Sequence::invokeStep(TYPO3\FLOW3\Core\Booting\Step, TYPO3\FLOW3\Core\Bootstrap)

5 TYPO3\FLOW3\Core\Booting\Sequence::invokeStep(TYPO3\FLOW3\Core\Booting\Step, TYPO3\FLOW3\Core\Bootstrap)

4 TYPO3\FLOW3\Core\Booting\Sequence::invoke(TYPO3\FLOW3\Core\Bootstrap)

3 TYPO3\FLOW3\Http\RequestHandler::boot()

2 TYPO3\Setup\Core\RequestHandler::handleRequest()

1 TYPO3\FLOW3\Core\Bootstrap::run()
</pre>

Please include more helpful information!"
39870,TYPO3.Fluid,Feature,"",Resolved,Could have,Allow configuration of template path fallbacks,Tymoteusz Motylewski,Bastian Waidelich,2013-08-07 09:35,View,"",2012-08-16,"","",100,2012-08-16 14:00,"","",755000,"","","It would be great if you can configure alternative paths for templates. It would be quite handy when you have to extend existing package templates.

Right now it is only possible to set one templateRootPath for package. So even if you want to change only one template file, you have to copy all templates to new location. 

This is a placeholder ticket reflecting ticked placed in Extbase."
39878,TYPO3.Flow,Feature,"",Closed,Should have,Utility function for determining if an array is considered numerically indexed,Adrian Föder,Adrian Föder,2013-04-11 02:17,Utility,2.1,2012-08-17,"","",0,2012-08-17 04:26,"","",755400,"","","Unfortunately PHP does not offer a reliable way to say whether an array is considered to be numerically indexed or if it's associative.

Not at last this has to come into account with the merge_recursive_overrule function that currently overwrites numerically-indexed arrays instead of merging them finely (but that'll go into another issue ;)"
39879,TYPO3.Flow,Feature,"",Resolved,Should have,Improve HTML backtrace for boolean and array arguments,Adrian Föder,Adrian Föder,2012-09-08 19:35,Error,"",2012-08-17,"","",100,2012-08-17 04:40,"","",755450,"","","currently, a function call in the backtrace makes some type hints about the passed arguments. For boolean and array types, it's still @boolean@ and @array@.
This should be replaced with @TRUE@/@FALSE@ and, as a suggestion, @array|13|@ giving an insight about the fact that the array has 13 elements containing; or @array|0|@ for example, which would be especially helpful."
39886,TYPO3.Fluid,Feature,"",Resolved,Should have,"f:format.json: Make tag ""escaping"" default",Adrian Föder,Adrian Föder,2012-08-30 11:57,ViewHelpers,2.0 beta 1,2012-08-17,"","",100,2012-08-17 06:18,"","",755800,"","","Currently, the JSON ViewHelper will put greater-and-lower-than-characters through as they are, which might be dangerous in ViewHelper, ie HTML context."
39910,TYPO3.Flow,Feature,"",Accepted,Should have,Ability to query user based on roles,Pablo Delgado,Rens Admiraal,2013-05-21 07:28,Security,"",2012-08-17,"","",0,2012-08-17 14:59,"","",756950,"","","For application that need to be able to manage users via a custom web interface the current implementation of TYPO3\FLOW3\Security\Policy\Roles being serialized and stored within the TYPO3\FLOW3\Security\Account tables when persisted to the database. The issue is that the roles are duplicated within the database since each user has their own copy (Which of course is not huge problem) but there is no way of querying a group of users that have a certain role. 

It would be nice to be able to use something like this to find users by role:
<pre>
$accounts = $this->accountRepository->findByRole('FINANCE_ROLE');
</pre>

And obtain either an array or QueryResult."
39936,TYPO3.Fluid,Feature,"",New,Should have,registerTagAttribute should handle default values,Stefan Neufeind,"",2013-01-21 17:29,ViewHelpers,"",2012-08-18,"","",0,2012-08-18 14:52,"","",758250,"","","The function registerTagAttribute is used to register tags and can't handle default values.

This is a follow-up from a merged change in extbase-fluid.
Verified it applys to FLOW3-fluid as well: TYPO3.Fluid/Classes/Core/ViewHelper/AbstractTagBasedViewHelper.php"
39969,TYPO3.Flow,Bug,"",Rejected,Must have,Call to undefined method on Cookie from Response,Pablo Delgado,Pablo Delgado,2012-08-20 11:32,Http,1.1.1,2012-08-19,"","",0,2012-08-19 10:43,"","",759900,"",Git 1.2 (master),"When the response headers are sent you get an 'call to undefined method getExpiresTime' error.  The problem is in the Response.php on line 508. Its a simple fix either we change the 3rd parameter to *$cookie->getExpires()* or we hard an alias method to Cookie called *Cookie::getExpiresTime()*.

I think for consistence we use the first option.


<pre>
FILE: TYPO3.FLOW/Classes/Http/Resposne.php

491     /**
492      * Sends the HTTP headers.
493      *
494      * If headers have been sent previously, this method fails silently.
495      *
496      * @return void
497      * @codeCoverageIgnore
498      * @api
499      */
500     public function sendHeaders() {
501         if (headers_sent() === TRUE) {
502             return;
503         }
504         foreach ($this->renderHeaders() as $header) {
505             header($header);
506         }
507         foreach ($this->headers->getCookies() as $cookie) {
508             setcookie($cookie->getName(), $cookie->getValue(), $cookie->getExpiresTime(), $cookie->getPath(), $cookie->getDomain(), $cookie->isSecure(), $cookie->isHttpOnly(    )); 
509         }
510     }

</pre>"
