#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Affected Flow version,Description
6073,TYPO3.Flow,Bug,"",Resolved,Must have,ObjectAccess::getProperty() causes warning with array and non-existing property,Karsten Dambekalns,Karsten Dambekalns,2010-10-20 05:40,Reflection,1.0 alpha 7,2010-01-18,"","",100,2010-01-18 05:33,"","",1798850,"","","If you use getProperty() to ask for a non-existing property on an array, the input is eventually passed to get_object_vars(), which emits a warning because it expects an object."
6087,TYPO3.Fluid,Bug,"",Closed,Won't have this time,"#1251730702: The value must be of type ""Tx_Sffluid_Domain_Model_Customer"", but was of type ""array"". ",Stefan Froemken,"",2010-10-20 05:44,Core,"",2010-01-18,"","",100,2010-01-18 15:14,"","",2597850,"","","Hello...I just try to learn Fluid, but when I want to save some values following error appears:

#1251730702: The value must be of type ""Tx_Sffluid_Domain_Model_Customer"", but was of type ""array"". 

edit.html:
<p class=""bodytext"">Editieren Sie den Kunden:</p>
<f:form method=""post"" action=""update"" name=""customer"" object=""{customer}"">
	<label for=""firstname"">Vorname</label><br />
	<f:form.textbox property=""firstname"" /><br />
	<label for=""lastname"">Nachname</label><br />
	<f:form.textbox property=""lastname"" /><br />
	<f:form.submit class=""submit"" value=""Submit""/>
</f:form>

CustomerController.php:
 <?php
 class Tx_Sffluid_Controller_CustomerController extends Tx_Extbase_MVC_Controller_ActionController {
  protected $customerRepository;

  public function initializeAction() {
   $this->customerRepository= t3lib_div::makeInstance('Tx_Sffluid_Domain_Repository_CustomerRepository');
  }
  public function indexAction() {
   $this->view->assign('zahl', 12);
   $this->view->assign('customers', $this->customerRepository->findAll());
  }
  public function editAction(Tx_Sffluid_Domain_Model_Customer $customer) {
   $this->view->assign('customer', $customer);
  }
  public function updateAction(Tx_Sffluid_Domain_Model_Customer $customer) {
   $this->customerRepository->update($customer);
   $this->flashMessages->add('Der Kunde wurde aktualisiert.');
   $this->redirect('index');
  }
 }

I can't find an error. The code is nearly the same as in blog_example. What's wrong here?!

Stefan Frömken

Fluid: 1.0.2
TYPO3: 4.3.1"
6089,TYPO3.Flow,Bug,"",Resolved,Must have,EmailAddressValidator does not recognize multiple @,Jochen Rau,Karsten Dambekalns,2010-10-20 05:40,Validation,1.0 alpha 8,2010-01-19,"","",100,2010-01-18 18:20,"","",1803050,"","",EmailAddressValidator fails for addresses like 'andreas@foerthner@example.com'. This issue is already resolved in Extbase. Related to #5843.
6092,TYPO3.Flow,Bug,"",Resolved,Must have,Resources imported with importResource() are not published,Robert Lemke,Robert Lemke,2010-10-20 05:40,Resource,1.0 alpha 7,2010-01-19,"","",100,2010-01-19 04:05,"","",1798800,"","","If i call the ResourceManager->importResource direct, the image stores in Data/Persistance/Resources/ but NOT in the public folder _Resouces/Persistent/. So i can't use it in the frontend

[...]
$imageModel = $this->objectFactory->create('F3\Tutorials\Domain\Model\Image');
$imageModel->setTitle('Test');
$imageModel->setOriginalResource($this->recourceManager->importResource('/Users/jk/Desktop/IMG_2474.jpg'));
[...]

if i use the way over the form upload in the frontend it works!
"
6118,TYPO3.Flow,Bug,"",Resolved,Should have,Integer arguments are not validated automatically,Robert Lemke,Karsten Dambekalns,2010-10-20 05:40,MVC,1.0 alpha 8,2010-01-20,"","",0,2010-01-20 04:03,"","",1803000,"","","The annotation
<pre>
@param integer $argument
</pre>

does not add a Number or similar validator automatically
"
6120,TYPO3.Flow,Feature,"",Resolved,Should have,Re-implement lazy loading in persistence...,Karsten Dambekalns,Karsten Dambekalns,2010-10-20 05:40,Persistence,1.0 alpha 8,2010-01-20,"",22.00,100,2010-01-20 05:11,"","",1802950,"","","We need a replacement for the lazy loading that is gone with alpha 7.

This time build it in a way that makes it really transparent (so that you don't need to take LazyLoadingProxy instances into account)."
6121,TYPO3.Flow,Feature,"",Rejected,Should have,Add validator and filter for HTML,Karsten Dambekalns,"",2012-03-12 08:51,Validation,"","","",6.00,0,2010-01-20 06:15,"","",1780800,"","",We need a validator that can check for malicious content in strings that are supposed to contain some HTML. And it would be nice to have a filter to clean up messy stuff of that kind.
6124,TYPO3.Flow,Task,"",Resolved,Must have,Reorganize and clean up persistence backend,Karsten Dambekalns,Karsten Dambekalns,2010-10-20 05:40,Persistence,1.0 alpha 8,2010-01-20,"","",100,2010-01-20 06:51,"","",26550,"","","The new persistence backend layer needs to be cleaned up a little:
* move data mapper alongside backend (they are technically dependent anyway)
* add data mapper interface
* augment backend interface so it is actually useful for creating new backends
"
6135,TYPO3.Flow,Task,"",Resolved,Should have,Authentication Manager has to make sure that only one Party can be authenticated at a time,Andreas Förthner,Andreas Förthner,2010-10-20 05:40,Security,1.0 alpha 8,2010-01-20,"","",100,2010-01-20 13:07,"","",26700,"","",.
6137,TYPO3.Flow,Feature,"",Resolved,Must have,Implement a PHP Code Cache Frontend,Robert Lemke,Robert Lemke,2010-10-20 05:40,Cache,1.0 alpha 8,2010-01-20,"","",100,2010-01-20 16:23,"","",1802900,"","","The AOP framework and some other parts of FLOW3 (in the future) store and retrieve PHP code using the cache framework. However, this comes with a speed penalty because ? in order to be compatible with all kinds of cache backends - the code must be stored using the String frontend and be parsed during runtime by eval().

We need a frontend which is optimized for caching code and in turn refrains from supporting all backends.
"
6140,TYPO3.Flow,Feature,"",Resolved,Should have,ClassSchema must reset identity property and identifier property when being made value object,Karsten Dambekalns,Karsten Dambekalns,2010-10-20 05:40,Reflection,1.0 alpha 8,2010-01-21,"","",100,2010-01-21 04:23,"","",1802850,"","","If a class schema exists, and the type is set to value object, properties only useful for entities must be reset."
6141,TYPO3.Flow,Feature,"",Resolved,Should have,Check prototype on entity/valueobject,Karsten Dambekalns,Karsten Dambekalns,2010-10-20 05:40,Reflection,1.0 alpha 8,2010-01-21,"","",100,2010-01-21 04:26,"","",1802800,"","",Entites and value objects must be declared prototype!
6142,TYPO3.Flow,Feature,"",Resolved,Should have,Class schema must check for entity when setting identity and identifier property ,Karsten Dambekalns,Karsten Dambekalns,2010-10-20 05:40,Persistence,1.0 alpha 8,2010-01-21,"","",100,2010-01-21 04:28,"","",1802750,"","",It should be possible to set identity and identifier properties only when the class schema type is entity
6143,TYPO3.Flow,Feature,"",Resolved,Could have,Handle expiry time smarter in memcache and APC backends,Karsten Dambekalns,Karsten Dambekalns,2010-10-20 05:40,Cache,1.0 alpha 10,2010-06-10,"",1.00,100,2010-01-21 04:30,"","",1804950,"","","The memcache/APC backends should check expirytime limit and act accordingly, i.e. convert to a timestamp if needed (see code in TYPO3 4.3 for a way to handle this)."
6149,TYPO3.Fluid,Feature,"",Resolved,Should have,for: add iteration informations,Stefan Froemken,Bastian Waidelich,2010-10-20 05:44,ViewHelpers,"",2010-01-21,"","",100,2010-01-21 09:04,"","",2597800,"","","This is a feature request. I first saw this functionality in smarty and I think you should insert this in fluid, too. You're right, when you told me to program this viewHelper on my own. But I think this should be in Core.

Here is my first try changing forViewHelper.php:

	/**
	 * Iterates through elements of $each and renders child nodes
	 *
	 * @param array $each The array or SplObjectStorage to iterated over
	 * @param string $as The name of the iteration variable
	 * @param string $key The name of the variable to store the current array key
	 * @param boolean $reverse If enabled, the iterator will start with the last element and proceed reversely
	 * @param integer $iterate If >= 0, you got a new element {iterate} which counts through the Arrays
	 * @param integer $step If iterate is set, then you can set your prefered stepping 2 = 1,3,5,7,9
	 * @return string Rendered string
	 * @author Sebastian Kurfürst <sebastian@typo3.org>
	 * @author Bastian Waidelich <bastian@typo3.org>
	 * @author Robert Lemke <robert@typo3.org>
	 * @api
	 */
	public function render($each, $as, $key = '', $reverse = FALSE, $iterate = FALSE, $step = 1) {
		$output = '';
		if ($each === NULL) {
			return '';
		}
		if (is_object($each)) {
			if (!$each instanceof Traversable) {
				throw new Tx_Fluid_Core_ViewHelper_Exception('ForViewHelper only supports arrays and objects implementing Traversable interface' , 1248728393);
			}
			$each = $this->convertToArray($each);
		}

		if ($reverse === TRUE) {
			$each = array_reverse($each);
		}

		$output = '';
		foreach ($each as $keyValue => $singleElement) {
			$this->templateVariableContainer->add($as, $singleElement);
			if ($key !== '') {
				$this->templateVariableContainer->add($key, $keyValue);
			}
			if ($iterate !== FALSE) {
				$this->templateVariableContainer->add('iterate', $iterate);
				($step != 1)? $iterate = $iterate + $step: $iterate++;
			}
			$output .= $this->renderChildren();
			$this->templateVariableContainer->remove($as);
			if ($key !== '') {
				$this->templateVariableContainer->remove($key);
			}
			if ($iterate !== FALSE) {
				$this->templateVariableContainer->remove('iterate');
			}
		}
		return $output;
	}

Now you can do something like this:
<f:for each=""{customer.car}"" as=""car"" iterate=""2"" step=""2"">
<tr>
<td>Auto {iterate}</td>
<td>{car.type}</td>
</tr>
</f:for>

and get:
Auto 1: BMW
Auto 3: Audi
Auto 5: VW

or remove step to get:
Auto 1: BMW
Auto 2: Audi
Auto 3: VW
"
6153,TYPO3.Flow,Bug,"",Resolved,Must have,JCR_OPERATOR_LIKE in F3\FLOW3\Persistence\Backend\AbstractSqlBackend,Falk Kühnel,Karsten Dambekalns,2010-10-20 05:40,Persistence,1.0 alpha 8,2010-01-21,"",1.00,100,2010-01-21 11:30,"","",1802700,"","","This is probably a leftover from the renaming session:

JCR_OPERATOR_LIKE in line 113 should probably be OPERATOR_LIKE
"
6154,TYPO3.Flow,Bug,"",Closed,-- undefined --,F3\FLOW3\Cache\Exception thrown in file FileBackend.php,Vinícius Krolow,Robert Lemke,2010-10-20 05:39,- Error Handler Report -,"",2010-01-21,"","",0,2010-01-21 12:55,"","",1780750,"","","The cache directory ""/home/vkrolow/projects/flow3/Data/Temporary/297cdac9ea3a/Cache/Data/FLOW3_Resource_Status/f/2/"" could not be created.
6 F3\FLOW3\Cache\Backend\FileBackend::set(""packageResourcesPublished"", ""y"", array, NULL)
5 F3\FLOW3\Cache\Frontend\StringFrontend::set(""packageResourcesPublished"", ""y"", array)
4 F3\FLOW3\Resource\ResourceManager::publishPublicPackageResources(array)
3 F3\FLOW3\Core\Bootstrap::initializeResources()
2 F3\FLOW3\Core\Bootstrap::initialize()
1 require(""/home/vkrolow/projects/flow3/Packages/Framework/FLOW3/Scripts/FLOW3.php"")

Please include more helpful information!"
6162,TYPO3.Flow,Bug,"",Resolved,Should have,ReflectionService throws a Runtime Notice,Tommy Seus,Karsten Dambekalns,2010-10-20 05:40,Reflection,1.0 alpha 8,2010-01-22,"","",100,2010-01-21 22:13,"","",1802650,"","","Runtime Notice: Only variables should be passed by reference in /home/clfn/Development/FLOW3/FLOW3_DIst02/trunk/Packages/Framework/FLOW3/Classes/Reflection/ReflectionService.php line 787

@
00787:      if (current($this->getClassTagValues($className, 'scope')) !== 'prototype') {
@

Fix:
@$vari = $this->getClassTagValues($className, 'scope');
current($vari);
@"
6163,TYPO3.Flow,Bug,"",Resolved,Must have,Namespace-Check throws an Error with PHP 5.3.0. ,Tommy Seus,Karsten Dambekalns,2010-10-20 05:40,Core,1.0 alpha 8,2010-01-22,"","",0,2010-01-21 22:23,"","",1802600,"","","Error:
Because FLOW3 uses namespaces, it requires at least PHP 5.3.0, you have 5.3.0 


version_compare(phpversion(), '5.3.0', '>')



Fix:
version_compare(phpversion(), '5.3.0', '>=')
"
6177,TYPO3.Flow,Feature,"",Resolved,Should have,Implement CRUD hooks in persistence,Karsten Dambekalns,Karsten Dambekalns,2010-10-20 05:40,Persistence,1.0 alpha 8,2010-01-25,"","",100,2010-01-22 11:04,"","",1802550,"","","We need some hooks to react on persistence events, e.g. to remove a resource file if the related value object is eventually deleted."
6178,TYPO3.Flow,Feature,"",New,Should have,Implement FileType and FileSize validators,Karsten Dambekalns,"",2010-10-20 05:39,Validation,"",2010-01-22,"","",0,2010-01-22 11:08,"","",1780700,"","",.
6188,TYPO3.Flow,Bug,"",Resolved,Must have,"The properties of the AOP proxy should have a more ""internal"" name",Andreas Förthner,Andreas Förthner,2010-10-20 05:40,AOP,1.0 alpha 8,2010-01-23,"","",100,2010-01-23 13:40,"","",1802500,"","","The AOP proxy classes define several properties, e.g. $objectFactory. Now if you try to advice a class having defined one of these properties with the same name, but as static, this ends up in a fatal error.

Solution: Give these properties a name probably nobody else will use, like FLOW3_AOP_Proxy_objectFactory.

Are there any reasons this change would not work? If not, just assign this issue back to me and I will implement it."
6195,TYPO3.Flow,Bug,"",Resolved,Should have,Empty form fields converted to empty string instead of type declared for property,Fabian Guth,Robert Lemke,2010-10-20 05:40,Property,1.0 alpha 11,"","","",100,2010-01-24 15:59,"","",1806250,"","","After submitting an empty form field of an integer property i get the following error:

#1244465559: Expected property of type integer, but got string

F3\FLOW3\Persistence\Exception\UnexpectedTypeException thrown in file
Packages/Framework/FLOW3/Classes/Persistence/Backend/AbstractBackend.php in line 278.

F3\FLOW3\Persistence\Backend\AbstractBackend::checkType(""integer"", """")

After changing the property type to string it validates the Object.

Flow3/PHP is converting empty form fields to empty strings """". It would be better if they are treated as NULL. (Validation actually checks for NULL)
"
6202,TYPO3.Fluid,Bug,"",Rejected,Should have,ActionViewHelper breaks html on empty content,Georg Ortner,"",2010-10-20 05:44,ViewHelpers,"",2010-01-25,"",0.50,0,2010-01-25 08:11,"","",2597750,"","","It's not really a bug, but to me it's not very well designed.

If we do something like:

<pre>
<f:link.action action=""index"">{blog.title}</f:link.action>
</pre>

And blog.title is empty we would get:

<pre>
<a href=""someUri"" otherAttributes="""" />
</pre>

Because right now if there is no content given to a ActionViewHelper it assumes that we don't need a closing tag. This ends up in a broken html.

Of course a link-tag without content doesn't make much sense but I think this can happen easily.

This decision is taken in Fluid/Core/ViewHelper/TagBuilder at line 222

<pre>
if ($this->hasContent() || $this->forceClosingTag) {
    $output .= '>' . $this->content . '</' . $this->tagName . '>';
} else {
    $output .= ' />';
}

</pre>
So far I think there are two possible solutions:

1) We add the following to ActionViewHelper, EmailViewHelper and ExternalViewHelper (and all featured TagBasedViewHelpers which do need the closing tag):

<pre>
$this->tag->forceClosingTag(true);
</pre>

2) We make forceClosingTag default true in TagBasedViewHelper and take care that every child of this class which doesn't need a closing tag sets it on false.


Personally I prefer second because I think the number of TagBasedViewHelpers which do need the closing tag is greater than the others.


Regards "
6204,TYPO3.Flow,Bug,"",Resolved,Must have,Runtime Notice in PropertyMapper Line 249,Tommy Seus,Karsten Dambekalns,2010-10-20 05:40,Property,1.0 alpha 8,2010-01-25,"","",100,2010-01-25 08:49,"","",1802450,"","","Runtime Notice: Only variables should be passed by reference in ***/Packages/Framework/FLOW3/Classes/Property/PropertyMapper.php line 249

current() accepts only variables "
6209,TYPO3.Flow,Bug,"",Resolved,Must have,Not uploading a file for a resource leads to an error,Karsten Dambekalns,Karsten Dambekalns,2010-10-20 05:40,Property,1.0 alpha 8,2010-01-25,"","",100,2010-01-25 11:53,"","",1802400,"","","Try creating a post without uploading a file and you'll get a nice exception:
<pre>
#1259748358: A valid sha1 hash must be passed to this constructor.
</pre>
The ""uploaded file"" has an error status of UPLOAD_ERR_NO_FILE, so this need to be checked and handled accordingly."
6266,TYPO3.Flow,Bug,"",Resolved,Should have,Config of security/cryptography/hashService/encryptionKey,Georg Ortner,Karsten Dambekalns,2010-10-20 05:40,Configuration,1.0 alpha 8,2010-01-28,"","",100,2010-01-28 09:52,"","",1802350,"","","<pre>
FLOW3:
  security:
    cryptography:
      hashService:
        encryptionKey: 'change this to something *really* unique!'
</pre>

If someone changes this in the global configuration it's going to be overwritten by Packages/Framework/FLOW3/Configuration/Settings.yaml with an empty string.

<pre>
    cryptography:
      hashService:
        # A key used for various tasks, must be unique for a setup!
        encryptionKey:
</pre>

I think this is not how it's supposed to be? Or am I wrong?"
