#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Affected Flow version,Description
54593,TYPO3 Flow Base Distribution,Bug,"",New,Must have,ini_get return value has changed for PHP >=5.3.0 -> changed check-implementation needed!,Chr is,"",2013-12-24 20:48,"","",2013-12-25,"","",0,2013-12-24 20:48,"","",1476050,"",(any),"There is a function ini_get(...) used in

<pre>
  TYPO3-Neos/Packages/Framework/TYPO3.Flow/Classes/TYPO3/Flow/Core/Bootstrap.php
</pre>


The return value is checked to the presence of an empty string like this:

<pre>
  if (ini_get('date.timezone') === '') {
  // payload
  }
</pre>


*The return value has changed for PHP Versions >=5.3.0*


See PHP Changelog[1] for function ini_get(...):

> 5.3.0	Previously, the empty string was returned if the configuration option didn't exist. +*now, FALSE is returned instead*+.



[1] http://www.php.net/manual/en/function.ini-get.php"
54570,TYPO3 Flow Base Distribution,Bug,"",Resolved,Should have,Indentation in Settings.yaml.example is confusing,Rens Admiraal,"",2014-07-11 14:19,"","",2013-12-22,"","",100,2013-12-22 05:49,"","",1474900,"",Git master,"The following indentation was found to be confusing by people in #typo3-neos:

<pre>
  # You might need to uncomment the following lines and specify
  # the location of the PHP binary manually.
  #  core:
  #    phpBinaryPathAndFilename: 'C:/path/to/php.exe'
</pre>

During the removal of the indentation the mistake was made to remove the full '  #' before the line which lead to having the settings on the wrong level. The following was found to be more clear:

<pre>
  # You might need to uncomment the following lines and specify
  # the location of the PHP binary manually.
#    core:
#      phpBinaryPathAndFilename: 'C:/path/to/php.exe'
</pre>"
54403,TYPO3 Flow Base Distribution,Bug,"",New,Should have,Resources remade when parent record updated,Stephen Bungert,"",2013-12-13 16:39,"","",2013-12-13,"","",0,2013-12-13 16:39,"","",1466700,"",Flow 2.0.0,"I have a book record, the book has an image record and this has a resource record.

Everytime I update my book the image's resource is re-made, a new resource record is created.

Here is the fluid template for the image fields

https://gist.github.com/riscos/7949892


in TYPO3\Flow\Resource\ResourceTypeConverter, a new Resource object is created using the submitted $source['submittedFile']['filename'] and $source['submittedFile']['resourcePointer']

These properties are created by the fluid file VH. If the actual file upload field is empty but these properties are there, shouldn't the resource object be returned from the resource repository instead of just creating a new resource?

The problem is gone if the resource file input is not in my form. I would like to keep the file input so that users can change the image. Surely if this file input is empty the resource should not be remade? The only alternative I see is, if there is a resource, don't show an upload input and make people delete the old file and save the book before letting them upload a new file."
54373,TYPO3 Flow Base Distribution,Task,"",New,Should have,Rename Arrays::removeEmptyElementsRecursively to removeNullElementsRecursively,Lorenz Ulrich,"",2013-12-13 03:35,"","",2013-12-13,"","",0,2013-12-13 03:35,"","",1465200,"","","The method Arrays::removeEmptyElementsRecursively only checks for NULL values, but not for empty values. Therefore the naming needs to be changed to reflect the behaviour."
53961,TYPO3 Flow Base Distribution,Bug,"",New,Should have,Composer installer scripts create a .Packages folder,Rens Admiraal,"",2013-11-28 07:06,"","",2013-11-25,"","",0,2013-11-25 16:11,"","",1445150,"",Git master,"Since the last changes to the composer installer scripts a .Packages folder is created if for example TYPO3.Neos is installed. This happens because a folder is copied to folder '.' passed to Files::copyDirectoryRecursively() as target folder.

copyDirectoryRecursively() then prepends this to the source folder, resulting in the .Packages.

Question is if the copyDirectoryRecursively should append the / to prevent issues like this."
53790,TYPO3 Flow Base Distribution,Bug,"",New,Must have,Translation handling in Flashmessages is inconsistent to Validation errors,Kay Strobach,"",2013-11-20 04:46,"","",2013-11-20,"","",0,2013-11-20 04:46,"","",1436600,"",Git master,"Example code:

Current of generating a flashmessage with an argument:
<pre>
  $this->addFlashMessage('This id %1s is already present in the Translation file', '', Message::SEVERITY_NOTICE, array($translationLabel->getLabelId()));
</pre>

Problem is that the translation handler queried for e.g.:
<pre>
This id oierjgu9her9gheru is already present in the Translation file
</pre>

This makes translation of dynamic flashmessages impossible.

The better way would be to translate flashmessages similar to Validation errors:

<pre>
  $this->addFlashMessage('This id {0} is already present in the Translation file', '', Message::SEVERITY_NOTICE, array($translationLabel->getLabelId()));
</pre>

Would result in querying the translation handler with
<pre>
This id {0} is already present in the Translation file
</pre>

This can be easily translated and i would be satisfied ;)"
53180,TYPO3 Flow Base Distribution,Bug,"",New,Must have,InjectSettings doesnt work on inheritance (Level 2),Carsten no-lastname-given,"",2013-11-26 15:46,Build Process,"",2013-10-28,"","",0,2013-10-28 14:31,"","",1406450,"",Flow 2.0.0,"abstract foo{
  public function injectSettings($settings)...
}

bar extends foo{}

baz extends bar{}


Creating a new Instance with ObjectManager:
Result: baz::settings is NULL.

This is caused by the Proxy Classes.
InjectSettings is skipped on class inheritances over more then 2 levels



"
52938,TYPO3 Flow Base Distribution,Bug,"",New,Should have,Resource stream wrapper doesn't work with foreign package,Lorenz Ulrich,"",2013-10-18 04:31,"","",2013-10-18,"","",0,2013-10-18 04:31,"","",1394350,"",Flow 2.0.0,"Using the resource stream wrapper (tested from Fluid) always generates links pointing to the origin package.

Example: An inline CSS in the Fluid template of package *Acme.Test*:

<pre>
background-image: url(resource://Acme.Demo/Public/Images/pdf.png);
</pre>

This will generate the following output:

<pre>
background-image: url(http://mydomain.tld/_Resources/Static/Packages/Acme.Test/Images/pdf.png);
</pre>

instead of

<pre>
background-image: url(http://mydomain.tld/_Resources/Static/Packages/Acme.Demo/Images/pdf.png);
</pre>"
52846,TYPO3 Flow Base Distribution,Suggestion,"",Resolved,Could have,Add isConnected() to Persistence interface,Rens Admiraal,"",2014-07-11 14:19,"","",2013-10-15,"","",100,2013-10-15 08:46,"","",1389750,"","","Change https://review.typo3.org/#/c/24609 introduced and isConnected() method to the roleRepository to verify if the repository can actually be used for fetching and storing data. In the comments of the change it was suggested to move this method up in the class hierarchy and make it api. As this is still not fully decided and the bugfix has to be merged we will push this later on based on this ticket.

Basically the following should be decided:
* Should it be api
* Should it be added to an interface
* To which interface

When this method is moved up it should of course be removed from the roleRepository"
52526,TYPO3 Flow Base Distribution,Bug,"",New,Should have,Unfinished programming of DateTime converter,Stefan Froemken,"",2013-10-04 04:36,"",2.0.1,2013-10-04,"","",0,2013-10-04 04:36,"","",1373800,"",Flow 2.0.0,"Hello Flow-Team,

it seems that there is an unfinished programming in TYPO3 Flow and fluid form handling.

My HTML for f:form:

<pre>
<div class=""extdiv"">
    <label for=""eventBegin""><f:translate key=""tx_events2_domain_model_event.event_begin"" /></label>
    <f:form.textfield id=""eventBegin"" property=""eventBegin.date"" />
    <f:form.hidden property=""eventBegin.dateFormat"" value=""d.m.Y"" />
    <f:form.hidden property=""eventBegin.hour"" value=""0"" />
    <f:form.hidden property=""eventBegin.minute"" value=""0"" />
    <f:form.hidden property=""eventBegin.second"" value=""0"" />
</div>
</pre>

There is NO problem to create NEW entries with this form. This eventBegin-Array goes into DateTimeConverter and I get a valid DateTime-Object back.

BUT: When I edit this record, in my eventBegin-field stands: 2013-01-17 00:00:00+2

I don't have any possibility to format this date to d.m.Y

In ObjectAccess->getPropertyPath it gets the path ""eventBegin.date"". It executes getEventDate() and will then try to execute getDate() which isn't there if I return a string in my getEventBegin()-Method. If I return the original DateTimeValue it will return an unformattable Datestring as described above.

Stefan"
52509,TYPO3 Flow Base Distribution,Bug,"",New,Should have,Child-Object's Identifier get's lost on Form-Submission with Validation Error,Mario Rimann,"",2013-10-03 10:18,"","",2013-10-03,"","",0,2013-10-03 10:12,"","",1373000,"",Flow 2.0.0,"Given the situation with the following Domain Model:

* Registration (the parent-object)
** has property ""patientData"" to store an object of the type ""PatientData"" (the child-object)
** has other properties of different types, some Strings, some other child-objects

In the *first step* of the form
# the Registration object is instantiated
# the PatientData object is instantiated and attached with $registration->setPatientData($patientData)
# the registration is added to the RegistrationRepository
# everything is explicitely persisted with a call to persistAll()

Then the *second step* of the form is displayed and contains some hidden fields with the Identity of the child-object. The UUID is the one I can also see directly in the database. So far everything is OK.

Now the second step of the form is submitted while missing out one of the mandatory fields to trigger a validation error.

The form of the second step is now shown again - but the hidden fields in the form header (generated by fluid) are not the same anymore -> *the identifier for the child-object is missing*! It looks like they get stripped off somehow.

Tested on Flow 2.0.0 and Fluid 2.0.0"
51187,TYPO3 Flow Base Distribution,Task,Task #51183: CLI improvements,Closed,Should have,Add generic help switch for all commands,Christopher Hlubek,"",2013-08-19 09:35,"","",2013-08-19,"","",0,2013-08-19 09:33,"","",1307500,"","","Right now the help for a command can be displayed with @./flow help routing:list@

It would be convenient to get the help of a command also with a switch ""--help"" after specifying the command:

<pre>
./flow routing:list --help
</pre>

If the command declares a help argument the help should be handled by the command (this will be backwards compatible for most commands)."
51183,TYPO3 Flow Base Distribution,Task,"",New,Should have,CLI improvements,Bastian Waidelich,"",2015-02-25 11:45,"","",2012-01-09,"",0.00,50,2013-08-19 08:30,"","",1307300,0.00,"",Master ticket for miscellaneous improvements to the command controller implementation
50589,TYPO3 Flow Base Distribution,Bug,"",Closed,Should have,Settings.yaml.example is not useable as is,Matthias Kipshoven,Bastian Waidelich,2013-08-06 11:01,"","",2013-07-31,"","",0,2013-07-31 07:07,"","",1277950,"",Flow 2.0.0,"Setting.yaml causes unexepted Errors. The errors appear when ""Doctrine: "" isn't commented out. Also you get an error, when ""Doctrine:"" didn't appears in it.

It's the same Problem like in the ""Bug #33410"""
50255,TYPO3 Flow Base Distribution,Bug,"",New,Should have,Different collations runnig migrate/update,Carsten Bleicker,"",2013-11-16 17:05,"","",2013-07-21,"","",0,2013-07-21 15:06,"","",1261450,"",Flow 2.0.0 beta 2,"Hi,
i am runnig flow doctrine:migrate and this results in a collation on the abstractparty f.e. with utf8_general_ci.
this was confusing me because my mysql settings has default utf8_unicode_ci.
i deleted the whole db and runnig flow doctrine:update. now the collation of any field is utf8_unicode_ci.
deleting it again, runnig migrate ... results in utf8_general_ci.
i have no idea where these different collations comes from, any idea?

what helps is setting some settins in mysql config ""my.cnf"":
init-connect            = 'SET NAMES utf8'
init-connect            = 'SET collation_connection = utf8_unicode_ci'

after this change migrate and update results in utf8_unicode_ci.

kind regards
carsten bleicker
"
50130,TYPO3 Flow Base Distribution,Bug,"",Needs Feedback,Should have,Different fallback for php.exe on windows,Christian Müller,"",2013-07-21 15:43,"","",2013-07-17,"","",0,2013-07-17 14:03,"","",1255300,"",(any),It could make sense on windows (as a fallback) to try to find the php.exe in the same path as the php.ini file. Seems usual setups on windows are like that (binary download from php.net and XAMPP). Should be checked with Windows users. Could reduce entry hurdle for windows users.
49007,TYPO3 Flow Base Distribution,Bug,"",Resolved,Should have,Flows doctrine implementation creates too long identifiers for databases with maxIdentifierLengeth < 31,Christian Müller,Christian Müller,2013-06-24 08:38,"","",2013-06-10,"","",100,2013-06-10 12:50,"","",1200000,"",(any),""
48148,TYPO3 Flow Base Distribution,Task,"",Resolved,Should have,Allow PropertyMapping of strings to arrays,Christian Müller,Christian Müller,2013-09-03 10:35,"","",2013-05-13,"","",100,2013-05-13 09:56,"","",1157450,"","","Primary usecase is empty string to empty array for ajax generated options where ""nothing"" is also possible, but comma delimited strings could also happen with certain UI elements."
48083,TYPO3 Flow Base Distribution,Bug,"",Closed,Must have,AbstractCompositeValidator validatedInstancesContainer grows continuosly,Tarcisio Fedrizzi,"",2013-05-10 04:27,"","",2013-05-09,"","",0,2013-05-09 05:01,"","",1154200,"",(any),"Hi,
there is a problem in the way AbstractCompositeValidators passes the validatedInstacesContainer to its children.

The code of the addValidator method says:
<pre>
  98         public function addValidator(\TYPO3\Flow\Validation\Validator\ValidatorInterface $validator) {
  99                 if ($validator instanceof ObjectValidatorInterface) {
 100                         $validator->setValidatedInstancesContainer = $this->validatedInstancesContainer;
 101                 }
 102                 $this->validators->attach($validator);
 103         }
</pre>
this is wrong because it overwrites the setValidatedInstancesContainer method of the attached validators. Moreover the code doesn't pass the validatedInstancesContainer down to the validators it contains. This causes the contained validators to create their personal instance of validatedInstancesContainer that keeps growing. This renders impossible to work on big collections of objects due to excessive memory consumption.

In the attached patch I moved the correct version of this code to the validate methods of ConjuntionValidator and DisjunctionValidator. I think that it would be safe to pass the validatedInstancesContainer in the setValidatedInstancesContainer of AbstractCompositeValidators. However given that the resolution of validator could be made more dynamic I preferred calling the setValidatedInstancesContainer just before the validation of CompositeValidators children in the validate method.

Regards,
Tarcisio Fedrizzi."
47808,TYPO3 Flow Base Distribution,Task,"",Resolved,Must have,Tweak package dependencies,Karsten Dambekalns,Karsten Dambekalns,2013-08-02 05:18,"",2.0,2013-05-02,"","",100,2013-05-02 04:10,"","",1140600,"","","The package dependencies need to be tweaked so that

* tagged releases are used where possible
* the beta does no longer need minimum-stability: dev
* useless dependencies are removed"
47638,TYPO3 Flow Base Distribution,Bug,"",New,Should have,Delete a ValueObject by its identity,Carsten Bleicker,"",2013-04-27 07:14,"","",2013-04-27,"","",0,2013-04-27 07:14,"","",1132200,"",Git master,"having a controller action wich receives a valueobject by get arguments:
&myValueObject['__identity']=abcdef
this results in an exception: Creation not allowed?
the arguments are generated by <f:link.action ... arguments=""{myValueObject:myValueObject}"">
if it is an entity anything works as expected."
47637,TYPO3 Flow Base Distribution,Bug,"",New,Should have,"Property with @ORM\Column(nullable=true,type=""decimal"",scale=2) results as type ""string"" in Collection Objects and not as expected as ""double""",Carsten Bleicker,"",2013-04-27 06:14,"","",2013-04-27,"","",0,2013-04-27 06:14,"","",1132150,"",Git master,"having a value object:
/**
 * A Price Value
 *
 * @Flow\ValueObject
 */
class Price{

	/**
	 * @var float
	 * @FLOW\Validate(type=""NotEmpty"")
	 * @ORM\Column(nullable=true,type=""decimal"",scale=2)
	 */
	protected $value;

	/**
	 * @param float $value
	 */
	public function __construct($value) {
		$this->value = $value;
	}

	/**
	 * @return float
	 */
	public function getValue() {
		return $this->value;
	}
}


anything works fine until this:
in a doctrine collection wich contains prices, the type of property $value is ""string"" and not of type ""double"".
so the following fails: if($this->prices->contains($newPriceWithSameValue)) because property $value of ""newPriceWithSameValue"" is type of ""double"".

"
47601,TYPO3 Flow Base Distribution,Bug,"",New,Should have,Template Path of Submodules contains lowercase Namespace,Carsten Bleicker,"",2013-04-26 08:33,"","",2013-04-26,"","",0,2013-04-26 08:33,"","",1130350,"",Git master,"Having a Submodule My.Shop/Admin the path for templates results in:
resource://My.Shop/Private/Templates/admin/Article/Index.html

Shouldnt the /admin/ be /Admin/?"
47423,TYPO3 Flow Base Distribution,Task,"",Under Review,Could have,Decouple TYPO3.Party from Flow,Christian Müller,Christian Müller,2013-04-22 03:34,"","",2013-04-22,"","",0,2013-04-22 03:21,"","",1121600,"","",In order to make leaner distributions possible TYPO3.Flow should ship with a Party signature Interface so that you can implement your own party based on that. This enables us to remove the requirement on Party in Flow.
47419,TYPO3 Flow Base Distribution,Bug,"",New,Must have,Composer issues,Rens Admiraal,"",2013-08-14 09:34,"",2.0.1,2013-04-22,"","",0,2013-04-22 02:07,"","",1121400,"",Git master,"It seems like composer has some issues. I've heard multiple projects now where the following happens:

composer --dev update: works ok
composer install: installs framework packages in Packages/Libraries

besides that the command in the quickstart docs (composer create-project --dev --keep-vcs typo3/flow-base-distribution Quickstart 2.0.0) doesn't seem to work anymore (can't find package with version..... )"
47253,TYPO3 Flow Base Distribution,Bug,"",Resolved,Must have,Flow Exception shouldn't be in use statement,Christian Müller,Christian Müller,2013-04-15 12:35,"","",2013-04-15,"","",100,2013-04-15 12:05,"","",1113300,"",Git master,"Change Ib0d208a0b7750a8a2d15cf5af98b8bd2d20d3c46 introduced a regression due to ""use TYPO3\Flow\Exception"" which clashes with PHPs Exception."
47052,TYPO3 Flow Base Distribution,Bug,"",New,Should have,Clear doctrine caches after migration applied,Christian Müller,"",2013-04-08 12:30,"","",2013-04-08,"","",0,2013-04-08 12:30,"","",1103250,"",Git master,After applying a migration we should delete doctrine caches to not run cached queries that are using no longer existing fields (or don't select new fields).
46485,TYPO3 Flow Base Distribution,Bug,"",Resolved,Should have,The exceptionhandler handles exceptions too strict,Rens Admiraal,Rens Admiraal,2013-03-27 08:37,"","",2013-03-21,"","",100,2013-03-21 04:16,"","",1075450,"",Git master,"The ExceptionHandler should check if error_reporting is enabled. This is because we set the execptionhandler in testing context (for example).
In http://ca2.php.net/manual/en/language.operators.errorcontrol.php it's stated that even though the @ is used the exceptionhandler will be called if set_error_handler is used.

For this reason we should check in the exception handler if errors are ignored by using error_reporting() === 0"
46290,TYPO3 Flow Base Distribution,Bug,"",Resolved,Should have,Remove unnecessary checks for file_exists and is_dir in FileMonitor,Rens Admiraal,Rens Admiraal,2013-04-05 06:37,"","",2013-03-14,"","",100,2013-03-14 12:21,"","",1065700,"",Git master,"The FileMonitor is massively slow on Windows, this is just because file access on windows from PHP is slow. Therefor unnecessary calls to the filesystem should be prevented."
46244,TYPO3 Flow Base Distribution,Bug,"",Under Review,Should have,Remove call to PHP_BINDIR in CoreCommandController,Rens Admiraal,"",2013-03-19 06:39,"","",2013-03-13,"","",0,2013-03-13 14:08,"","",1063400,"",Git master,The CoreCommandController still has a call to PHP_BINDIR. This should be removed
45413,TYPO3 Flow Base Distribution,Bug,"",Under Review,Should have,Overriding boolean properties using Objects.yaml is broken,Rens Admiraal,Rens Admiraal,2013-12-10 07:26,"","",2013-02-12,"","",100,2013-02-12 10:58,"","",1022700,"",Git master,"When a boolean property is overriden like for example:

<pre>
TYPO3\Flow\Mvc\Routing\UriBuilder:
  properties:
    linkProtectionEnabled:
      value: FALSE
</pre>

the generated code is incorrect. The TRUE value becomes a call like:

<pre>
$this->setLinkProtectionEnabled(1);
</pre>

and the FALSE value becomes:

<pre>
$this->setLinkProtectionEnabled();
</pre>

The 1 being used as TRUE will still work in PHP of course, the FALSE value will break if the argument is required."
